Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature
Americas,Colombia,2004,Female,2.16,1.82,8.68,55.59808743169399
Americas,Costa Rica,2004,Female,2.29,1.75,2.89,72.38032786885246
Europe,Georgia,2004,Female,2.35,1.69,3.18,56.67131147540984
Europe,Italy,2004,Female,2.41,2.23,2.59,56.81762295081968
Eastern Mediterranean,Tunisia,2004,Female,2.49,1.3,4.18,66.4672131147541
Americas,Belize,2004,Female,2.47,1.84,3.28,76.43606557377049
Europe,Greece,2004,Both sexes,2.48,2.07,2.96,64.65491803278688
Eastern Mediterranean,Egypt,2004,Female,2.58,1.39,4.22,72.27021857923498
Europe,Israel,2004,Female,2.59,2.08,3.19,56.88224043715847
South-East Asia,Nepal,2004,Female,2.69,1.61,4.17,63.85792349726776
Europe,Tajikistan,2004,Female,2.71,1.86,3.8,61.16092896174864
Eastern Mediterranean,Kuwait,2004,Both sexes,2.74,2.13,3.43,80.39180327868853
Americas,Nicaragua,2004,Female,2.68,2.07,3.4,78.56967213114754
Western Pacific,Malaysia,2004,Female,2.83,2.1,3.73,82.09262295081967
Africa,Algeria,2004,Female,2.94,1.57,4.85,64.08743169398907
Eastern Mediterranean,Lebanon,2004,Both sexes,2.88,1.62,4.86,69.7379781420765
Africa,Kenya,2004,Male,20.16,14.66,26.82,56.63333333333333
Africa,Uganda,2004,Both sexes,20.52,12.05,33.62,-45.04180327868852
Europe,Slovakia,2004,Male,20.66,15.45,25.06,50.97459016393443
Africa,Mozambique,2004,Both sexes,21.12,13.22,31.73,65.21967213114755
Europe,Hungary,2004,Both sexes,21.6,19.12,24.24,48.69672131147541
Africa,Senegal,2004,Male,21.95,14.12,32.24,76.1743169398907
Africa,Ethiopia,2004,Male,22.09,16.08,31.36,-76.80819672131148
South-East Asia,Sri Lanka,2004,Both sexes,22.08,18.15,46.85,81.03633879781421
Europe,Latvia,2004,Both sexes,22.05,18.85,42.14,45.17295081967213
Europe,Austria,2004,Male,22.26,19.69,24.91,50.60300546448087
Africa,Zambia,2004,Both sexes,22.47,14.15,34.13,65.01174863387978
Europe,France,2004,Male,23.07,20.68,25.63,54.93183060109289
Americas,Uruguay,2004,Male,23.33,20.21,26.68,61.89098360655737
Africa,Namibia,2004,Both sexes,23.38,13.91,36.37,48.36010928961748
Africa,Benin,2004,Male,23.92,14.77,36.47,81.28360655737704
Western Pacific,Mongolia,2004,Both sexes,23.92,15.02,36.04,31.49071038251366
Europe,Kyrgyzstan,2004,Male,24.24,20.67,28.15,54.21612021857923
Americas,Guatemala,2004,Male,24.59,18.94,31.13,64.03224043715846
Europe,Croatia,2004,Male,24.61,21.39,28.08,53.04726775956284
Europe,Belgium,2004,Male,24.88,22.33,27.54,51.62978142076503
Europe,Turkmenistan,2004,Male,25.37,21.45,29.66,63.78114754098361
Africa,Gabon,2004,Male,25.99,15.36,39.82,63.710928961748635
Africa,Malawi,2004,Male,26.31,17.49,37.57,-99.0
Africa,Guinea-Bissau,2004,Male,26.63,14.35,42.41,-99.0
Americas,Suriname,2004,Both sexes,26.63,19.85,34.73,-23.65464480874317
Europe,Poland,2004,Male,27.08,25.9,36.88,47.238251366120224
Africa,Burundi,2004,Male,27.18,16.68,41.78,-77.40819672131148
Africa,Congo,2004,Male,27.43,16.92,41.94,77.36311475409836
Western Pacific,Japan,2004,Male,27.39,26.65,28.06,57.16739526411658
Africa,South Africa,2004,Both sexes,27.91,19.53,36.42,62.67213114754098
Africa,Central African Republic,2004,Both sexes,28.05,15.37,45.6,74.44207650273223
Europe,Ukraine,2004,Both sexes,28.37,24.86,32.09,47.61366120218579
Africa,Togo,2004,Male,29.32,17.85,44.42,80.02595628415301
Europe,Finland,2004,Male,29.44,26.3,32.76,41.71065573770492
Americas,Honduras,2004,Both sexes,2.97,1.61,5.83,64.0
South-East Asia,Bangladesh,2004,Female,2.95,2.01,4.14,-4.695355191256831
Eastern Mediterranean,Jordan,2004,Both sexes,2.99,2.06,4.24,64.25956284153006
Americas,Peru,2004,Both sexes,3.06,1.96,4.18,66.57868852459016
Europe,Albania,2004,Female,3.05,2.33,3.89,61.08524590163935
Europe,Spain,2004,Female,3.07,2.63,3.53,60.203278688524584
Europe,Romania,2004,Female,3.16,2.68,3.7,51.91803278688525
Americas,Bahamas,2004,Both sexes,3.34,2.46,4.41,68.09398907103825
Western Pacific,Philippines,2004,Male,3.38,2.68,6.55,82.05765027322404
Europe,Portugal,2004,Female,3.35,2.76,4.01,62.21393442622951
South-East Asia,Indonesia,2004,Both sexes,3.47,2.56,4.37,-47.2792349726776
Americas,Argentina,2004,Female,3.5,2.99,4.09,62.625956284153
Eastern Mediterranean,Kuwait,2004,Male,3.63,2.85,4.53,80.39180327868853
Eastern Mediterranean,Egypt,2004,Both sexes,3.66,1.75,6.71,72.27021857923498
Eastern Mediterranean,Lebanon,2004,Male,3.66,2.02,6.42,69.7379781420765
Europe,Ireland,2004,Female,3.71,3.01,4.48,49.88196721311475
Eastern Mediterranean,Tunisia,2004,Both sexes,3.78,2.08,6.32,66.4672131147541
Eastern Mediterranean,United Arab Emirates,2004,Female,3.84,2.39,5.79,83.15491803278688
Eastern Mediterranean,Jordan,2004,Male,3.82,2.6,5.46,64.25956284153006
Eastern Mediterranean,Bahrain,2004,Female,3.75,2.72,5.04,80.77841530054646
Europe,Slovakia,2004,Female,3.78,3.03,4.63,50.97459016393443
Eastern Mediterranean,Saudi Arabia,2004,Both sexes,3.91,2.78,6.17,79.5403005464481
Western Pacific,Australia,2004,Female,3.91,3.39,4.48,62.51846994535519
South-East Asia,Sri Lanka,2004,Male,35.48,28.76,64.21,81.03633879781421
Africa,Zambia,2004,Male,35.82,23.17,53.42,65.01174863387978
Europe,Belarus,2004,Both sexes,36.05,30.94,41.44,44.71994535519126
Europe,Hungary,2004,Male,36.47,32.49,40.69,48.69672131147541
Africa,Uganda,2004,Male,37.06,22.18,59.75,-45.04180327868852
Americas,Guyana,2004,Both sexes,37.31,28.54,60.12,-35.478142076502735
Africa,Mozambique,2004,Male,37.81,24.2,55.61,65.21967213114755
Europe,Kazakhstan,2004,Both sexes,39.28,34.23,44.69,50.118852459016395
Western Pacific,Mongolia,2004,Male,39.6,24.83,59.93,31.49071038251366
Africa,Algeria,2004,Both sexes,3.97,2.13,6.85,64.08743169398907
Europe,Greece,2004,Male,4.09,3.45,4.82,64.65491803278688
Europe,Poland,2004,Female,4.18,3.89,13.12,47.238251366120224
Americas,Mexico,2004,Both sexes,4.26,4.04,4.48,43.13269581056466
Americas,Peru,2004,Male,4.35,2.66,5.94,66.57868852459016
Africa,Mauritania,2004,Female,4.5,2.49,7.24,75.68661202185793
South-East Asia,Thailand,2004,Female,4.54,3.17,6.29,84.70273224043716
Americas,Guatemala,2004,Female,4.53,3.39,5.83,64.03224043715846
Europe,Uzbekistan,2004,Female,4.46,3.65,5.39,61.929508196721315
Europe,Tajikistan,2004,Both sexes,4.55,3.17,6.22,61.16092896174864
Americas,Colombia,2004,Both sexes,4.7,4.02,14.96,55.59808743169399
Americas,Brazil,2004,Both sexes,4.73,4.38,7.94,71.49553734061931
Eastern Mediterranean,Egypt,2004,Male,4.8,2.14,9.28,72.27021857923498
Europe,Kyrgyzstan,2004,Female,4.8,3.86,5.94,54.21612021857923
Europe,Germany,2004,Female,4.81,4.21,5.46,10.760109289617487
Europe,Albania,2004,Both sexes,4.86,3.13,6.34,61.08524590163935
Europe,Bulgaria,2004,Female,4.9,4.05,5.88,50.5396174863388
Europe,Latvia,2004,Male,40.41,34.87,78.74,45.17295081967213
Africa,Namibia,2004,Male,42.24,25.83,64.44,48.36010928961748
Americas,Suriname,2004,Male,42.41,31.95,54.91,-23.65464480874317
Africa,South Africa,2004,Male,43.79,31.48,55.88,62.67213114754098
Africa,Central African Republic,2004,Male,46.82,26.02,74.96,74.44207650273223
Americas,Honduras,2004,Male,4.98,2.66,10.08,64.0
Africa,Algeria,2004,Male,5.0,2.69,8.84,64.08743169398907
Eastern Mediterranean,Tunisia,2004,Male,5.14,2.9,8.56,66.4672131147541
Europe,Italy,2004,Both sexes,5.14,4.83,5.43,56.81762295081968
Africa,Nigeria,2004,Female,5.22,2.77,8.01,38.63142076502732
South-East Asia,Indonesia,2004,Male,5.18,3.73,6.53,-47.2792349726776
Americas,Canada,2004,Female,5.2,4.53,5.92,42.19953551912568
Americas,Dominican Republic,2004,Both sexes,5.32,3.7,7.45,71.74808743169399
South-East Asia,Bangladesh,2004,Both sexes,5.56,3.78,7.83,-4.695355191256831
Americas,Bahamas,2004,Male,5.62,4.17,7.38,68.09398907103825
Europe,Turkmenistan,2004,Female,5.61,4.5,6.88,63.78114754098361
Africa,Kenya,2004,Female,5.72,4.52,6.91,56.63333333333333
Western Pacific,New Zealand,2004,Female,5.66,4.83,6.55,58.54672131147541
Western Pacific,Malaysia,2004,Both sexes,5.81,4.02,7.91,82.09262295081967
Eastern Mediterranean,Saudi Arabia,2004,Male,5.77,4.14,9.19,79.5403005464481
Americas,Uruguay,2004,Female,5.8,4.67,29.88,61.89098360655737
Africa,Malawi,2004,Female,5.93,3.66,8.96,-99.0
Eastern Mediterranean,Pakistan,2004,Female,5.89,3.88,8.93,76.27267759562841
Americas,Cuba,2004,Female,5.92,5.04,6.91,73.35109289617486
Europe,Ukraine,2004,Male,53.15,46.67,59.96,47.61366120218579
Americas,Guyana,2004,Male,59.21,46.08,98.74,-35.478142076502735
Africa,Mauritania,2004,Both sexes,6.01,3.22,10.34,75.68661202185793
Africa,Gabon,2004,Female,6.05,3.52,9.62,63.710928961748635
Eastern Mediterranean,Oman,2004,Both sexes,6.12,4.03,9.18,76.20928961748633
Americas,Panama,2004,Both sexes,6.07,4.93,7.39,78.35655737704919
Europe,Austria,2004,Female,6.1,5.21,7.08,50.60300546448087
Europe,Israel,2004,Both sexes,6.12,5.19,7.15,56.88224043715847
Africa,Madagascar,2004,Female,6.34,3.87,9.88,65.35382513661202
Africa,Senegal,2004,Female,6.44,3.92,9.99,76.1743169398907
Americas,Nicaragua,2004,Both sexes,6.43,4.34,8.19,78.56967213114754
Europe,Tajikistan,2004,Male,6.42,4.5,8.71,61.16092896174864
Europe,Georgia,2004,Both sexes,6.4,4.8,8.32,56.67131147540984
Europe,Spain,2004,Both sexes,6.42,5.61,7.29,60.203278688524584
Europe,Sweden,2004,Female,6.54,5.7,7.4,45.04726775956284
Eastern Mediterranean,Qatar,2004,Both sexes,6.63,4.3,10.27,82.71475409836066
Europe,Albania,2004,Male,6.7,3.95,8.83,61.08524590163935
Europe,Latvia,2004,Female,6.73,5.45,8.18,45.17295081967213
Eastern Mediterranean,United Arab Emirates,2004,Both sexes,6.78,4.24,9.84,83.15491803278688
Europe,Iceland,2004,Female,6.86,5.27,8.73,42.29071038251366
Europe,Denmark,2004,Female,6.88,5.7,8.24,47.06693989071038
Europe,Belarus,2004,Male,66.66,57.5,76.29,44.71994535519126
Africa,Guinea,2004,Female,6.99,4.2,11.09,81.92786885245901
Europe,Ukraine,2004,Female,7.04,6.08,8.1,47.61366120218579
Africa,Sierra Leone,2004,Female,7.07,4.12,11.29,71.4811475409836
Africa,Gambia,2004,Female,7.29,4.39,11.28,63.83196721311475
Europe,Croatia,2004,Female,7.3,6.07,8.7,53.04726775956284
Eastern Mediterranean,Morocco,2004,Female,7.36,3.62,14.28,63.39672131147541
Africa,Benin,2004,Female,7.35,4.34,11.85,81.28360655737704
Americas,Mexico,2004,Male,7.44,7.07,7.79,43.13269581056466
Western Pacific,Singapore,2004,Female,7.49,6.23,8.84,82.23989071038251
Europe,Portugal,2004,Both sexes,7.45,6.33,13.96,62.21393442622951
Americas,Colombia,2004,Male,7.55,6.5,21.46,55.59808743169399
Europe,Norway,2004,Female,7.63,7.04,8.23,42.119945355191255
Americas,Brazil,2004,Male,7.63,7.11,13.79,71.49553734061931
Africa,Mauritania,2004,Male,7.8,4.08,14.06,75.68661202185793
Africa,Uganda,2004,Female,7.86,4.3,13.87,-45.04180327868852
Eastern Mediterranean,United Arab Emirates,2004,Male,7.92,4.93,11.44,83.15491803278688
Europe,Kazakhstan,2004,Male,70.18,61.39,79.56,50.118852459016395
South-East Asia,Bangladesh,2004,Male,7.99,5.42,11.28,-4.695355191256831
Africa,Namibia,2004,Female,8.16,4.32,13.7,48.36010928961748
Africa,Guinea-Bissau,2004,Female,8.23,4.82,13.23,-99.0
Europe,Italy,2004,Male,8.16,7.7,8.58,56.81762295081968
Africa,Mozambique,2004,Female,8.28,4.77,13.32,65.21967213114755
Europe,France,2004,Female,8.28,7.24,9.37,54.93183060109289
Americas,Costa Rica,2004,Both sexes,8.37,7.02,9.86,72.38032786885246
Europe,Finland,2004,Female,8.55,7.34,9.79,41.71065573770492
Europe,Switzerland,2004,Female,8.6,7.4,9.87,49.70227686703097
Eastern Mediterranean,Qatar,2004,Male,8.74,5.67,13.67,82.71475409836066
Western Pacific,Malaysia,2004,Male,8.72,5.88,11.98,82.09262295081967
Americas,Dominican Republic,2004,Male,8.7,6.06,12.14,71.74808743169399
Americas,Argentina,2004,Both sexes,8.68,7.49,9.98,62.625956284153
Americas,Belize,2004,Both sexes,8.84,6.73,11.34,76.43606557377049
Europe,Belgium,2004,Female,8.79,7.63,10.03,51.62978142076503
Europe,Hungary,2004,Female,8.84,7.63,10.17,48.69672131147541
Western Pacific,Mongolia,2004,Female,8.88,5.62,13.28,31.49071038251366
Africa,Togo,2004,Female,9.17,5.24,15.0,80.02595628415301
Western Pacific,Australia,2004,Both sexes,9.21,8.2,10.27,62.51846994535519
Africa,Nigeria,2004,Both sexes,9.25,5.28,15.03,38.63142076502732
Eastern Mediterranean,Oman,2004,Male,9.26,6.13,13.86,76.20928961748633
South-East Asia,Sri Lanka,2004,Female,9.61,8.24,30.67,81.03633879781421
Western Pacific,Japan,2004,Female,9.62,9.1,10.01,57.16739526411658
Europe,Belarus,2004,Female,9.73,8.06,11.56,44.71994535519126
South-East Asia,Nepal,2004,Both sexes,9.83,5.65,14.48,63.85792349726776
Eastern Mediterranean,Bahrain,2004,Both sexes,9.78,5.94,13.07,80.77841530054646
Europe,Uzbekistan,2004,Both sexes,9.81,8.23,11.56,61.929508196721315
South-East Asia,Thailand,2004,Both sexes,9.89,6.75,13.67,84.70273224043716
Africa,Ethiopia,2004,Female,9.89,7.33,13.14,-76.80819672131148
Europe,Israel,2004,Male,9.89,8.51,11.39,56.88224043715847
Americas,Barbados,2003,Male,0.6,0.45,0.78,70.43342465753425
Americas,Barbados,2003,Both sexes,0.8,0.6,1.04,70.43342465753425
Americas,Barbados,2003,Female,0.87,0.66,1.14,70.43342465753425
Americas,Bahamas,2003,Female,0.95,0.69,1.27,79.17753424657533
Europe,Greece,2003,Female,1.03,0.81,1.3,64.9186301369863
Americas,Honduras,2003,Female,1.14,0.64,1.9,70.82
Europe,Cyprus,2003,Female,1.24,0.89,1.68,-86.94684931506849
Western Pacific,Philippines,2003,Female,1.2,1.05,1.37,80.56575342465753
Eastern Mediterranean,Kuwait,2003,Female,1.33,1.01,1.71,80.83643835616438
Americas,Panama,2003,Female,1.31,1.0,1.67,80.11835616438357
Eastern Mediterranean,Saudi Arabia,2003,Female,1.4,0.91,2.05,79.72082191780821
Americas,Mexico,2003,Female,1.39,1.3,1.48,34.795890410958904
Eastern Mediterranean,Oman,2003,Female,1.83,1.13,2.8,80.27506849315068
Americas,Dominican Republic,2003,Female,1.93,1.31,2.74,76.83945205479452
South-East Asia,Indonesia,2003,Female,1.89,1.5,2.37,-3.5054794520547947
South-East Asia,Nepal,2003,Both sexes,9.95,5.84,14.69,66.23890410958904
South-East Asia,Sri Lanka,2003,Female,9.96,8.57,24.88,81.3854794520548
Europe,Spain,2003,Male,10.12,8.89,11.45,61.35753424657534
Western Pacific,Japan,2003,Female,10.05,9.5,15.47,55.19954337899544
Africa,Guinea,2003,Both sexes,10.23,5.82,16.74,73.59260273972602
South-East Asia,Thailand,2003,Both sexes,10.15,6.82,14.01,84.49232876712328
Africa,Ethiopia,2003,Female,10.21,7.48,13.73,-98.10602739726026
Eastern Mediterranean,Morocco,2003,Both sexes,10.34,4.69,19.06,63.36931506849315
Europe,Denmark,2003,Both sexes,10.31,8.87,11.85,47.11150684931507
Europe,Uzbekistan,2003,Both sexes,10.39,8.75,12.18,60.167671232876714
Americas,Haiti,2003,Female,10.53,5.93,16.88,-13.666575342465752
Americas,Nicaragua,2003,Male,10.72,6.89,13.6,80.41917808219178
Europe,Israel,2003,Male,10.84,9.32,12.52,67.89260273972603
Europe,Germany,2003,Both sexes,10.79,9.58,12.08,-14.233614088820826
Americas,Canada,2003,Both sexes,10.89,9.73,12.13,42.260958904109586
Europe,Norway,2003,Both sexes,10.96,10.24,22.55,41.80301369863014
Africa,Sierra Leone,2003,Both sexes,11.0,5.97,18.02,67.88191780821919
Africa,Congo,2003,Female,11.03,6.42,17.83,78.39479452054795
Africa,Madagascar,2003,Both sexes,10.98,6.9,16.78,65.41150684931507
Western Pacific,Singapore,2003,Both sexes,11.07,9.35,12.96,81.58027397260274
Europe,Bulgaria,2003,Both sexes,11.18,9.5,13.01,50.17205479452055
Eastern Mediterranean,Pakistan,2003,Both sexes,11.28,5.47,20.13,75.68260273972604
Europe,Ireland,2003,Both sexes,11.26,9.77,12.89,49.970684931506845
Africa,Zambia,2003,Female,11.4,6.68,18.1,59.5027397260274
Americas,Panama,2003,Male,11.38,9.33,13.68,80.11835616438357
Western Pacific,China,2003,Female,11.53,10.15,13.07,60.476821917808216
Africa,Gambia,2003,Both sexes,11.52,6.16,19.41,-18.722465753424657
Europe,Romania,2003,Both sexes,11.57,10.15,13.08,51.52630136986301
Europe,Sweden,2003,Both sexes,11.68,10.43,12.99,45.285479452054794
Americas,Suriname,2003,Female,11.8,8.39,16.02,-19.69835616438356
Europe,Kazakhstan,2003,Female,11.97,10.19,13.94,48.065479452054795
Americas,Cuba,2003,Both sexes,11.98,10.47,13.63,75.31397260273972
Americas,Haiti,2003,Both sexes,12.01,6.3,19.26,-13.666575342465752
Africa,Burundi,2003,Female,11.97,6.92,19.22,-98.50602739726028
Europe,Iceland,2003,Both sexes,12.01,9.58,14.82,43.20164383561644
Western Pacific,China,2003,Both sexes,13.0,10.12,15.05,60.476821917808216
Western Pacific,New Zealand,2003,Both sexes,12.95,11.4,14.62,55.82821917808219
Africa,Central African Republic,2003,Female,13.01,6.94,21.72,71.9717808219178
Europe,Slovakia,2003,Both sexes,13.01,9.83,15.8,51.43643835616438
Africa,Kenya,2003,Both sexes,13.2,9.8,17.25,43.98
Eastern Mediterranean,Morocco,2003,Male,13.41,5.77,23.96,63.36931506849315
Africa,Nigeria,2003,Male,13.53,7.8,22.05,22.05890410958904
Africa,Senegal,2003,Both sexes,13.61,8.59,20.25,75.94383561643835
Africa,South Africa,2003,Female,13.57,8.88,18.68,61.7172602739726
Europe,Switzerland,2003,Both sexes,13.84,12.14,15.61,50.77844748858448
Americas,Guatemala,2003,Both sexes,13.86,10.63,17.56,63.58767123287672
Americas,Haiti,2003,Male,13.86,6.84,22.23,-13.666575342465752
Eastern Mediterranean,Bahrain,2003,Male,13.93,8.64,18.78,80.9764383561644
Americas,Belize,2003,Male,13.96,10.69,17.78,79.47068493150685
Americas,Costa Rica,2003,Male,13.96,11.79,16.36,72.54465753424657
Americas,Uruguay,2003,Both sexes,14.16,12.11,16.4,59.18
Western Pacific,Singapore,2003,Male,14.23,12.07,16.58,81.58027397260274
Europe,Austria,2003,Both sexes,14.25,12.55,16.07,51.49506849315069
Europe,Portugal,2003,Male,14.39,12.33,16.65,63.05835616438356
Western Pacific,China,2003,Male,14.62,10.09,17.19,60.476821917808216
Africa,Guinea,2003,Male,14.71,8.08,24.52,73.59260273972602
South-East Asia,India,2003,Female,14.81,12.56,17.28,80.01986301369863
Africa,Benin,2003,Both sexes,14.81,9.06,22.91,74.90821917808219
Europe,Poland,2003,Both sexes,14.91,14.21,19.98,47.068219178082195
Europe,Croatia,2003,Both sexes,15.13,13.06,17.37,54.459452054794525
Western Pacific,Australia,2003,Male,15.05,13.52,16.65,61.32153424657535
Europe,Kyrgyzstan,2003,Both sexes,15.16,12.81,17.79,52.84219178082192
Europe,Turkmenistan,2003,Both sexes,15.31,12.86,18.04,62.26657534246575
Africa,Sierra Leone,2003,Male,15.31,7.95,25.48,67.88191780821919
South-East Asia,Thailand,2003,Male,15.41,10.23,21.21,84.49232876712328
Africa,Malawi,2003,Both sexes,15.67,10.13,22.81,-87.35808219178082
Europe,Denmark,2003,Male,15.7,13.68,17.84,47.11150684931507
Europe,France,2003,Both sexes,15.75,14.01,17.57,56.390821917808225
Africa,Madagascar,2003,Male,15.83,10.06,24.05,65.41150684931507
Africa,Gambia,2003,Male,15.89,8.04,27.69,-18.722465753424657
Europe,Norway,2003,Male,15.99,14.99,38.13,41.80301369863014
Europe,Sweden,2003,Male,16.19,14.58,17.9,45.285479452054794
Africa,Ethiopia,2003,Both sexes,16.34,11.87,22.48,-98.10602739726026
Eastern Mediterranean,Pakistan,2003,Male,16.28,6.92,30.53,75.68260273972604
Africa,Guinea-Bissau,2003,Both sexes,16.28,9.01,25.97,-99.0
Europe,Uzbekistan,2003,Male,16.41,13.9,19.09,60.167671232876714
Americas,Argentina,2003,Male,16.38,14.16,25.32,61.04246575342466
Africa,Gabon,2003,Both sexes,16.6,9.82,25.68,75.94438356164383
Americas,Canada,2003,Male,16.65,15.0,18.43,42.260958904109586
Americas,Guyana,2003,Female,16.84,12.04,46.19,13.20054794520548
Europe,Germany,2003,Male,16.91,15.08,18.84,-14.233614088820826
South-East Asia,India,2003,Both sexes,17.25,13.53,20.29,80.01986301369863
Europe,Ireland,2003,Male,17.42,15.39,19.63,49.970684931506845
South-East Asia,Nepal,2003,Male,17.49,10.25,25.65,66.23890410958904
Europe,Bulgaria,2003,Male,17.85,15.3,20.62,50.17205479452055
Europe,Belgium,2003,Both sexes,17.89,15.94,19.94,52.32383561643836
Africa,Congo,2003,Both sexes,18.41,11.09,28.66,78.39479452054795
Americas,Cuba,2003,Male,18.38,16.19,20.75,75.31397260273972
Africa,Togo,2003,Both sexes,18.57,11.18,28.68,73.45095890410958
Europe,Iceland,2003,Male,18.63,15.0,22.75,43.20164383561644
Europe,Finland,2003,Both sexes,18.92,16.76,21.19,41.38876712328767
Western Pacific,New Zealand,2003,Male,19.1,17.06,21.3,55.82821917808219
Africa,Burundi,2003,Both sexes,19.38,11.61,30.18,-98.50602739726028
Western Pacific,Japan,2003,Both sexes,19.52,18.86,22.52,55.19954337899544
Europe,Switzerland,2003,Male,19.59,17.4,21.89,50.77844748858448
South-East Asia,India,2003,Male,19.74,14.55,23.32,80.01986301369863
Europe,Romania,2003,Male,19.9,17.56,22.36,51.52630136986301
Americas,Brazil,2003,Female,2.03,1.84,2.18,70.90173515981735
Americas,Peru,2003,Female,2.07,1.45,2.83,64.37726027397261
Europe,Cyprus,2003,Both sexes,2.06,1.46,2.94,-86.94684931506849
Eastern Mediterranean,Qatar,2003,Female,2.17,1.34,3.32,82.7695890410959
Eastern Mediterranean,Lebanon,2003,Female,2.15,1.25,3.38,70.11972602739726
Eastern Mediterranean,Jordan,2003,Female,2.18,1.51,3.06,63.4613698630137
Europe,Israel,2003,Female,2.23,1.78,2.75,67.89260273972603
Western Pacific,Philippines,2003,Both sexes,2.27,1.85,2.82,80.56575342465753
Europe,Georgia,2003,Female,2.4,1.72,3.25,55.84465753424657
Americas,Belize,2003,Female,2.44,1.8,3.22,79.47068493150685
Americas,Bahamas,2003,Both sexes,2.51,1.85,3.31,79.17753424657533
Americas,Costa Rica,2003,Female,2.52,1.97,3.13,72.54465753424657
Americas,Colombia,2003,Female,2.5,2.1,11.15,54.973424657534245
Europe,Italy,2003,Female,2.54,2.35,2.73,58.35890410958904
Eastern Mediterranean,Tunisia,2003,Female,2.55,1.35,4.24,66.88109589041096
Eastern Mediterranean,Egypt,2003,Female,2.66,1.43,4.35,71.88
Europe,Tajikistan,2003,Female,2.67,1.86,3.73,59.300821917808214
Eastern Mediterranean,Kuwait,2003,Both sexes,2.69,2.1,3.38,80.83643835616438
Europe,Greece,2003,Both sexes,2.7,2.26,3.21,64.9186301369863
South-East Asia,Nepal,2003,Female,2.81,1.69,4.41,66.23890410958904
Eastern Mediterranean,Lebanon,2003,Both sexes,2.86,1.6,4.85,70.11972602739726
Europe,Cyprus,2003,Male,2.87,2.02,4.2,-86.94684931506849
Western Pacific,Malaysia,2003,Female,2.9,2.14,3.84,82.15315068493152
Africa,Uganda,2003,Both sexes,20.38,11.9,33.51,-34.60767123287671
Africa,Mozambique,2003,Both sexes,20.88,13.11,31.34,66.59972602739727
Africa,Kenya,2003,Male,21.09,15.35,28.15,43.98
South-East Asia,Sri Lanka,2003,Both sexes,21.2,17.36,38.27,81.3854794520548
Africa,Zambia,2003,Both sexes,21.51,13.47,32.81,59.5027397260274
Europe,Hungary,2003,Both sexes,21.79,19.3,24.46,51.32328767123288
Africa,Senegal,2003,Male,22.16,14.18,32.51,75.94383561643835
Europe,Austria,2003,Male,22.53,20.01,25.22,51.49506849315069
Africa,Ethiopia,2003,Male,22.84,16.54,31.76,-98.10602739726026
Americas,Uruguay,2003,Male,23.17,20.1,26.51,59.18
Europe,Slovakia,2003,Male,23.65,17.7,28.81,51.43643835616438
Western Pacific,Mongolia,2003,Both sexes,23.84,14.9,36.12,29.238904109589043
Africa,Benin,2003,Male,23.86,14.79,36.4,74.90821917808219
Europe,France,2003,Male,24.17,21.63,26.85,56.390821917808225
Americas,Guatemala,2003,Male,24.44,18.86,30.86,63.58767123287672
Europe,Latvia,2003,Both sexes,24.46,20.96,28.29,45.67205479452055
Africa,Namibia,2003,Both sexes,25.46,15.1,39.65,42.141917808219176
Europe,Croatia,2003,Male,25.94,22.56,29.56,54.459452054794525
Europe,Kyrgyzstan,2003,Male,25.98,22.15,30.16,52.84219178082192
Europe,Turkmenistan,2003,Male,26.11,22.12,30.52,62.26657534246575
Europe,Poland,2003,Male,26.45,25.29,36.14,47.068219178082195
Africa,Guinea-Bissau,2003,Male,26.71,14.43,42.58,-99.0
Africa,Malawi,2003,Male,26.94,17.73,38.72,-87.35808219178082
Europe,Belgium,2003,Male,26.97,24.21,29.85,52.32383561643836
Americas,Suriname,2003,Both sexes,27.36,20.34,35.82,-19.69835616438356
Africa,Congo,2003,Male,28.12,17.26,42.91,78.39479452054795
Africa,Gabon,2003,Male,28.29,16.79,43.44,75.94438356164383
Africa,Burundi,2003,Male,28.49,17.41,43.63,-98.50602739726028
Africa,South Africa,2003,Both sexes,28.67,20.14,37.09,61.7172602739726
Europe,Ukraine,2003,Both sexes,28.96,25.42,32.71,47.0627397260274
Africa,Central African Republic,2003,Both sexes,29.06,15.86,47.43,71.9717808219178
Africa,Togo,2003,Male,29.11,17.81,43.9,73.45095890410958
Western Pacific,Japan,2003,Male,29.16,28.37,29.87,55.19954337899544
Europe,Finland,2003,Male,29.45,26.32,32.78,41.38876712328767
Americas,Honduras,2003,Both sexes,3.04,1.64,5.94,70.82
Europe,Spain,2003,Female,3.0,2.56,3.45,61.35753424657534
Africa,Algeria,2003,Female,3.07,1.64,5.06,65.04273972602739
South-East Asia,Bangladesh,2003,Female,3.11,2.11,4.4,-1.0745205479452056
Eastern Mediterranean,Jordan,2003,Both sexes,3.13,2.12,4.48,63.4613698630137
Americas,Nicaragua,2003,Female,3.1,2.38,3.97,80.41917808219178
Americas,Peru,2003,Both sexes,3.24,2.1,4.42,64.37726027397261
Europe,Albania,2003,Female,3.24,2.47,4.12,61.87232876712329
Europe,Slovakia,2003,Female,3.32,2.67,4.06,51.43643835616438
Western Pacific,Philippines,2003,Male,3.44,2.73,4.42,80.56575342465753
