Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature
Africa,Namibia,2015,Male,27.9,16.66,45.09,64.60983606557377
Eastern Mediterranean,Tunisia,2015,Both sexes,3.03,1.61,5.2,66.50846994535519
South-East Asia,Nepal,2015,Female,2.97,1.67,4.79,63.67704918032787
Americas,Panama,2015,Both sexes,2.95,2.32,3.69,79.94398907103825
Americas,Argentina,2015,Female,3.23,2.68,3.85,62.935792349726775
Europe,Poland,2015,Female,3.28,3.02,3.54,50.17622950819672
Africa,Algeria,2015,Male,3.44,1.88,6.08,64.04781420765028
Europe,Tajikistan,2015,Female,3.4,2.21,4.97,60.32786885245902
Americas,Bahamas,2015,Both sexes,3.42,2.45,4.65,78.42923497267759
Europe,Turkmenistan,2015,Female,3.44,2.62,4.41,64.1587431693989
Eastern Mediterranean,Kuwait,2015,Male,3.5,2.7,4.43,79.16475409836066
Eastern Mediterranean,Egypt,2015,Both sexes,3.72,1.78,6.92,71.77978142076503
Europe,Ireland,2015,Female,3.7,2.91,4.57,48.41120218579235
Africa,Mauritania,2015,Female,3.86,2.15,6.23,77.8344262295082
Africa,Uganda,2015,Female,3.85,2.33,6.03,70.86475409836065
South-East Asia,Indonesia,2015,Male,3.93,2.76,5.36,81.86502732240437
Europe,Latvia,2015,Male,30.52,25.35,36.23,46.08606557377049
Europe,Ukraine,2015,Male,32.96,28.16,38.17,49.5
Western Pacific,Mongolia,2015,Male,33.52,20.72,51.1,31.153005464480874
Europe,Belarus,2015,Male,35.97,29.05,44.33,47.44480874316939
Africa,Nigeria,2015,Female,3.98,1.85,6.38,66.22322404371585
Eastern Mediterranean,Lebanon,2015,Male,4.03,2.19,7.23,70.04781420765028
Americas,Colombia,2015,Both sexes,4.04,3.32,7.28,56.62103825136611
Americas,Cuba,2015,Female,4.05,3.32,4.88,75.81803278688525
Europe,Albania,2015,Both sexes,4.23,2.33,6.37,60.09016393442623
Americas,Peru,2015,Male,4.16,2.51,5.9,69.61708074534161
Europe,Kyrgyzstan,2015,Female,4.19,3.33,5.18,53.92595628415301
Eastern Mediterranean,Tunisia,2015,Male,4.29,2.36,7.31,66.50846994535519
Western Pacific,Philippines,2015,Male,4.27,3.16,9.32,82.02021857923498
Americas,Nicaragua,2015,Both sexes,4.47,3.23,5.9,80.6292349726776
Americas,Honduras,2015,Both sexes,4.57,2.29,9.28,72.1639344262295
Eastern Mediterranean,Oman,2015,Both sexes,4.7,2.89,7.64,69.45054644808744
Europe,Germany,2015,Female,4.73,4.06,5.48,49.5117808219178
Africa,Gabon,2015,Female,4.84,2.73,7.85,78.99672131147541
Europe,Portugal,2015,Female,4.76,3.86,5.77,60.799180327868854
Europe,Italy,2015,Both sexes,4.83,4.5,8.73,57.7974043715847
Eastern Mediterranean,Qatar,2015,Both sexes,4.85,3.14,7.37,82.30792349726777
Eastern Mediterranean,Pakistan,2015,Female,4.91,3.22,7.27,75.0506830601093
Americas,Panama,2015,Male,4.87,3.86,6.04,79.94398907103825
Europe,Denmark,2015,Female,4.93,3.92,6.1,47.56939890710383
Europe,Ukraine,2015,Female,4.86,4.08,5.72,49.5
Europe,Kazakhstan,2015,Male,40.77,34.51,47.74,52.490163934426235
Americas,Suriname,2015,Male,41.09,30.0,54.48,78.56557377049181
Africa,South Africa,2015,Male,41.61,29.04,56.83,61.60546448087431
Africa,Mozambique,2015,Male,44.44,27.13,66.73,73.7139344262295
Africa,Central African Republic,2015,Male,45.47,25.05,73.96,73.24153005464481
Western Pacific,Singapore,2015,Female,4.98,4.1,5.92,81.98032786885246
Eastern Mediterranean,Egypt,2015,Male,5.07,2.3,9.94,71.77978142076503
Europe,Tajikistan,2015,Both sexes,5.19,3.28,7.46,60.32786885245902
Western Pacific,Malaysia,2015,Both sexes,5.22,3.51,7.61,81.74617486338798
Europe,Iceland,2015,Female,5.15,3.91,6.63,39.55
Eastern Mediterranean,Morocco,2015,Female,5.34,2.68,10.09,62.81666666666667
Africa,Mauritania,2015,Both sexes,5.33,2.77,9.47,77.8344262295082
Eastern Mediterranean,United Arab Emirates,2015,Both sexes,5.25,3.01,8.27,84.23265027322405
Africa,Kenya,2015,Female,5.27,3.86,6.83,55.10081967213115
Europe,France,2015,Female,5.34,4.45,12.1,54.833333333333336
Western Pacific,China,2015,Female,5.25,4.46,6.09,60.81060109289617
Europe,Austria,2015,Female,5.37,4.51,6.35,52.63961748633879
Europe,Finland,2015,Female,5.38,4.46,6.36,44.13387978142077
Europe,Uzbekistan,2015,Female,5.44,4.53,6.43,60.446174863387974
Africa,Ethiopia,2015,Female,5.48,4.01,7.32,50.28142076502732
Europe,Latvia,2015,Female,5.47,4.19,7.02,46.08606557377049
Africa,Madagascar,2015,Female,5.55,3.23,8.91,65.31584699453552
Europe,Spain,2015,Both sexes,5.64,4.85,6.49,60.19708561020036
Americas,Brazil,2015,Both sexes,5.6,5.21,8.84,71.77012750455374
Americas,Mexico,2015,Both sexes,5.6,5.3,5.9,55.035610200364296
Europe,Albania,2015,Male,5.7,2.87,8.72,60.09016393442623
Africa,Senegal,2015,Female,5.73,3.43,8.99,75.6431693989071
Eastern Mediterranean,Qatar,2015,Male,5.83,3.78,8.92,82.30792349726777
Europe,Croatia,2015,Female,5.76,4.63,7.07,54.85956284153005
Europe,Belarus,2015,Female,5.86,4.56,7.42,47.44480874316939
Eastern Mediterranean,Saudi Arabia,2015,Both sexes,5.95,3.68,8.99,74.09767759562841
Americas,Bahamas,2015,Male,5.97,4.3,8.06,78.42923497267759
Europe,Switzerland,2015,Female,6.03,4.98,7.17,50.577777777777776
Western Pacific,Australia,2015,Female,5.97,5.09,6.89,62.17803278688525
Americas,Canada,2015,Female,5.98,5.05,6.95,37.68031591737546
Western Pacific,New Zealand,2015,Female,6.16,5.18,7.24,58.89071038251366
Eastern Mediterranean,United Arab Emirates,2015,Male,6.27,3.58,9.84,84.23265027322405
Eastern Mediterranean,Bahrain,2015,Both sexes,6.32,3.96,8.88,81.62295081967213
Africa,Benin,2015,Female,6.39,3.7,10.41,80.5743169398907
Americas,Guatemala,2015,Both sexes,6.4,4.97,8.09,65.69781420765028
Americas,Costa Rica,2015,Both sexes,6.41,5.22,7.74,72.851912568306
Western Pacific,Mongolia,2015,Female,6.46,4.0,9.68,31.153005464480874
Americas,Colombia,2015,Male,6.5,5.38,12.52,56.62103825136611
Europe,Hungary,2015,Female,6.53,5.47,7.7,52.76830601092897
Europe,Turkmenistan,2015,Both sexes,6.62,5.17,8.33,64.1587431693989
Africa,Gambia,2015,Female,6.69,3.89,10.68,77.4153005464481
South-East Asia,Sri Lanka,2015,Female,6.73,4.87,9.08,80.61530054644808
Americas,Uruguay,2015,Female,6.72,5.35,8.19,61.917486338797815
Eastern Mediterranean,Oman,2015,Male,6.8,4.18,10.98,69.45054644808744
Americas,Dominican Republic,2015,Both sexes,6.84,4.38,10.4,74.73551912568306
Europe,Bulgaria,2015,Both sexes,6.77,5.52,8.24,52.53743169398907
Americas,Belize,2015,Both sexes,6.87,5.18,8.9,80.68032786885246
Africa,Namibia,2015,Female,7.03,3.58,12.43,64.60983606557377
Africa,Mauritania,2015,Male,7.06,3.49,13.31,77.8344262295082
Europe,Tajikistan,2015,Male,7.06,4.4,10.05,60.32786885245902
Americas,Nicaragua,2015,Male,7.13,5.12,9.48,80.6292349726776
Western Pacific,China,2015,Both sexes,7.08,5.79,8.89,60.81060109289617
Europe,Norway,2015,Female,7.14,6.55,7.81,42.33825136612022
Africa,Guinea-Bissau,2015,Female,7.15,4.13,11.9,71.69808743169399
Africa,Nigeria,2015,Both sexes,7.31,4.04,12.34,66.22322404371585
Africa,Congo,2015,Female,7.46,4.32,12.03,77.19890710382514
Eastern Mediterranean,Morocco,2015,Both sexes,7.63,3.64,13.84,62.81666666666667
Western Pacific,Singapore,2015,Both sexes,7.56,6.36,8.86,81.98032786885246
Europe,Italy,2015,Male,7.62,7.14,8.13,57.7974043715847
Africa,Togo,2015,Female,7.67,4.34,12.74,80.70054644808744
Europe,Sweden,2015,Female,7.76,6.75,8.8,45.77704918032787
Western Pacific,Malaysia,2015,Male,7.9,5.27,11.68,81.74617486338798
Europe,Denmark,2015,Both sexes,8.07,6.66,9.66,47.56939890710383
Americas,Argentina,2015,Both sexes,8.1,6.83,12.85,62.935792349726775
Europe,Kazakhstan,2015,Female,8.22,6.8,9.8,52.490163934426235
Americas,Honduras,2015,Male,8.33,4.12,17.17,72.1639344262295
Europe,Portugal,2015,Both sexes,8.31,6.92,9.83,60.799180327868854
Europe,Belgium,2015,Female,8.27,7.05,9.6,51.10136612021858
Western Pacific,Japan,2015,Female,8.4,7.89,8.83,56.95455373406193
Africa,Guinea,2015,Female,8.46,4.88,13.96,63.526229508196714
Eastern Mediterranean,Saudi Arabia,2015,Male,8.49,5.25,12.76,74.09767759562841
Europe,Spain,2015,Male,8.52,7.39,9.76,60.19708561020036
Eastern Mediterranean,Bahrain,2015,Male,8.67,5.36,12.24,81.62295081967213
Europe,Ireland,2015,Both sexes,8.71,7.3,10.28,48.41120218579235
Americas,Brazil,2015,Male,8.9,8.3,15.09,71.77012750455374
Western Pacific,China,2015,Male,9.04,7.2,11.88,60.81060109289617
Europe,Germany,2015,Both sexes,9.0,7.83,10.26,49.5117808219178
Americas,Haiti,2015,Female,9.13,5.05,14.98,73.8035519125683
Africa,Mozambique,2015,Female,9.08,5.17,14.75,73.7139344262295
Europe,Romania,2015,Both sexes,9.06,7.82,10.42,53.691803278688525
Europe,Uzbekistan,2015,Both sexes,9.2,7.73,10.78,60.446174863387974
Americas,Mexico,2015,Male,9.24,8.78,9.69,55.035610200364296
Africa,Madagascar,2015,Both sexes,9.53,5.71,15.05,65.31584699453552
South-East Asia,Nepal,2015,Both sexes,9.83,5.18,15.32,63.67704918032787
Europe,Slovakia,2015,Both sexes,9.8,6.92,19.45,52.81775956284153
Americas,Barbados,2014,Female,0.16,0.12,0.21,80.16657534246575
Americas,Barbados,2014,Both sexes,0.32,0.24,0.42,80.16657534246575
Americas,Barbados,2014,Male,0.52,0.39,0.68,80.16657534246575
Eastern Mediterranean,Kuwait,2014,Female,0.79,0.58,1.03,80.56109589041095
Eastern Mediterranean,Jordan,2014,Female,0.93,0.65,1.29,65.00356164383561
Americas,Honduras,2014,Female,1.03,0.57,1.78,71.54630136986302
Americas,Bahamas,2014,Female,1.0,0.7,1.36,78.12246575342466
Americas,Panama,2014,Female,1.11,0.83,1.46,80.56630136986301
Western Pacific,Philippines,2014,Female,1.17,0.99,9.28,81.57479452054794
Eastern Mediterranean,Oman,2014,Female,1.29,0.79,2.02,47.72547945205479
South-East Asia,Indonesia,2014,Female,1.27,0.99,1.61,82.4682191780822
Americas,Colombia,2014,Female,1.4,1.14,1.69,56.43561643835616
Americas,Peru,2014,Female,1.56,1.04,2.26,67.07890410958903
Eastern Mediterranean,Lebanon,2014,Female,1.74,0.99,2.8,70.75068493150685
Americas,Belize,2014,Female,1.71,1.26,2.26,79.84219178082192
Eastern Mediterranean,Qatar,2014,Female,1.78,1.12,2.68,83.50630136986301
Americas,Costa Rica,2014,Female,1.8,1.36,2.29,72.56109589041095
Eastern Mediterranean,Tunisia,2014,Female,1.91,0.95,3.34,67.81671232876712
Eastern Mediterranean,Jordan,2014,Both sexes,1.86,1.29,2.56,65.00356164383561
Eastern Mediterranean,Pakistan,2014,Both sexes,9.96,4.92,18.03,74.94383561643835
Europe,Slovakia,2014,Both sexes,10.02,7.05,12.5,53.53342465753425
Africa,Ethiopia,2014,Both sexes,10.02,7.34,13.92,53.857650273224046
Europe,Switzerland,2014,Both sexes,10.01,8.61,11.49,51.12575342465753
Europe,Norway,2014,Both sexes,10.06,9.37,10.82,43.85123287671233
Americas,Cuba,2014,Both sexes,10.23,8.78,11.81,74.90246575342466
Africa,South Africa,2014,Female,10.33,5.46,16.42,62.85342465753425
Eastern Mediterranean,Morocco,2014,Male,10.44,4.83,18.41,63.08958904109589
Africa,Central African Republic,2014,Female,10.36,5.55,17.41,75.35698630136986
Americas,Guatemala,2014,Male,10.42,8.2,13.07,65.89315068493151
Europe,Ireland,2014,Both sexes,10.5,8.95,12.18,49.83945205479453
Africa,Gambia,2014,Both sexes,10.58,5.63,17.95,77.82191780821918
Western Pacific,New Zealand,2014,Both sexes,10.59,9.24,12.07,59.23835616438356
Americas,Canada,2014,Both sexes,10.86,9.49,12.29,35.43377001455604
Europe,Turkmenistan,2014,Male,10.97,8.84,13.42,63.4868493150685
Americas,Dominican Republic,2014,Male,11.06,7.31,16.58,47.82767123287671
Africa,Kenya,2014,Both sexes,11.08,8.08,14.73,42.251639344262294
Western Pacific,Australia,2014,Both sexes,11.31,10.02,12.67,63.038794520547945
Africa,Nigeria,2014,Male,11.31,6.8,19.11,61.257318741450064
South-East Asia,India,2014,Female,11.31,9.53,13.24,80.2472602739726
Africa,Uganda,2014,Both sexes,11.4,7.14,17.82,60.39534246575342
Europe,France,2014,Both sexes,11.45,9.92,13.04,55.059863013698624
Europe,Kyrgyzstan,2014,Both sexes,11.48,9.6,13.58,51.06301369863014
Americas,Suriname,2014,Female,11.71,8.16,16.07,78.4958904109589
Europe,Bulgaria,2014,Male,11.74,9.77,14.0,52.71917808219178
Western Pacific,Singapore,2014,Male,11.81,10.05,13.71,81.86465753424658
Europe,Austria,2014,Both sexes,12.04,10.52,13.69,52.93561643835616
Americas,Haiti,2014,Both sexes,12.0,6.17,19.88,-48.55917808219178
Africa,Senegal,2014,Both sexes,11.97,7.49,18.26,75.57397260273973
Americas,Belize,2014,Male,12.13,9.23,15.61,79.84219178082192
Europe,Sweden,2014,Both sexes,12.28,10.91,13.72,46.66164383561644
Europe,Croatia,2014,Both sexes,12.4,10.54,14.5,55.79561643835617
South-East Asia,Sri Lanka,2014,Both sexes,12.72,9.47,22.4,80.36191780821918
Africa,Guinea,2014,Both sexes,12.97,7.11,21.36,77.74602739726028
Europe,Uzbekistan,2014,Male,13.17,11.2,15.28,58.4386301369863
South-East Asia,India,2014,Both sexes,13.49,10.09,15.73,80.2472602739726
Africa,Congo,2014,Both sexes,13.53,8.1,21.27,76.59726027397261
Europe,Denmark,2014,Male,13.63,11.53,15.93,49.47369863013699
Africa,Benin,2014,Both sexes,13.65,8.21,21.59,79.64630136986301
Europe,Finland,2014,Both sexes,13.65,11.86,15.57,43.711780821917806
Africa,Guinea-Bissau,2014,Both sexes,14.13,7.96,22.88,73.87397260273973
Europe,Switzerland,2014,Male,14.21,12.38,16.13,51.12575342465753
Europe,Germany,2014,Male,14.17,12.49,15.92,49.70438356164383
Africa,Madagascar,2014,Male,14.27,8.7,22.34,65.8358904109589
Europe,Iceland,2014,Both sexes,14.37,11.5,17.68,42.54301369863014
Europe,Norway,2014,Male,14.49,13.55,15.5,43.85123287671233
Europe,Poland,2014,Both sexes,14.5,13.73,15.4,49.2054794520548
Africa,Gambia,2014,Male,14.48,7.29,25.35,77.82191780821918
Eastern Mediterranean,Pakistan,2014,Male,14.71,6.47,28.28,74.94383561643835
Europe,Portugal,2014,Male,14.88,12.71,17.21,61.34054794520548
Africa,Ethiopia,2014,Male,15.0,10.95,21.32,53.857650273224046
Europe,Hungary,2014,Both sexes,14.96,13.1,16.96,53.27315068493151
Americas,Argentina,2014,Male,15.07,12.87,27.08,63.61369863013699
Europe,Belgium,2014,Both sexes,15.13,13.32,17.05,52.709315068493154
Americas,Haiti,2014,Male,15.23,7.43,25.37,-48.55917808219178
Africa,Namibia,2014,Both sexes,15.32,8.87,25.11,63.00082191780822
Africa,Gabon,2014,Both sexes,15.39,9.05,24.47,74.39315068493151
South-East Asia,India,2014,Male,15.66,10.68,18.2,80.2472602739726
Americas,Uruguay,2014,Both sexes,15.77,13.37,18.34,62.4358904109589
Western Pacific,Japan,2014,Both sexes,15.78,15.17,21.53,56.16913242009132
Americas,Canada,2014,Male,15.95,14.05,17.91,35.43377001455604
Europe,Romania,2014,Male,16.01,14.04,18.19,52.81123287671232
Western Pacific,New Zealand,2014,Male,16.1,14.22,18.17,59.23835616438356
Americas,Cuba,2014,Male,16.61,14.39,19.02,74.90246575342466
Europe,Sweden,2014,Male,16.6,14.84,18.43,46.66164383561644
Western Pacific,Australia,2014,Male,16.95,15.16,18.82,63.038794520547945
Europe,Latvia,2014,Both sexes,17.18,14.27,20.45,45.72219178082192
Europe,Ireland,2014,Male,17.35,15.0,19.89,49.83945205479453
Africa,Togo,2014,Both sexes,17.41,10.37,27.06,80.92986301369864
Africa,Zambia,2014,Both sexes,17.74,11.2,26.63,56.945454545454545
Europe,France,2014,Male,17.68,15.44,20.0,55.059863013698624
Africa,Kenya,2014,Male,18.02,13.04,24.3,42.251639344262294
Europe,Slovakia,2014,Male,18.28,12.72,22.74,53.53342465753425
South-East Asia,Nepal,2014,Male,18.55,9.43,28.58,64.13123287671233
Europe,Austria,2014,Male,18.97,16.74,21.39,52.93561643835616
Europe,Kyrgyzstan,2014,Male,19.11,16.14,22.41,51.06301369863014
Africa,Guinea,2014,Male,19.58,10.37,32.33,77.74602739726028
Western Pacific,Mongolia,2014,Both sexes,19.6,12.25,29.56,30.123013698630135
Europe,Croatia,2014,Male,19.65,16.96,22.66,55.79561643835617
Africa,Senegal,2014,Male,19.8,12.56,29.9,75.57397260273973
Africa,Congo,2014,Male,19.85,12.15,30.67,76.59726027397261
Africa,Algeria,2014,Female,2.02,1.06,3.33,65.19589041095891
Americas,Nicaragua,2014,Female,2.17,1.62,2.81,81.55452054794522
Eastern Mediterranean,Egypt,2014,Female,2.34,1.23,3.84,72.68602739726028
Americas,Dominican Republic,2014,Female,2.28,1.47,3.41,47.82767123287671
Europe,Romania,2014,Female,2.29,1.91,2.71,52.81123287671232
Americas,Mexico,2014,Female,2.25,2.1,2.41,59.26459854014598
Eastern Mediterranean,Saudi Arabia,2014,Female,2.41,1.51,3.65,79.20356164383561
Western Pacific,Malaysia,2014,Female,2.41,1.72,3.28,81.93534246575342
Eastern Mediterranean,Kuwait,2014,Both sexes,2.38,1.83,3.0,80.56109589041095
Americas,Brazil,2014,Female,2.39,2.21,2.57,72.35908675799087
Europe,Italy,2014,Female,2.37,2.17,2.58,58.6672602739726
Eastern Mediterranean,Bahrain,2014,Female,2.45,1.71,3.4,81.57780821917808
South-East Asia,Indonesia,2014,Both sexes,2.62,1.92,3.49,82.4682191780822
Western Pacific,Philippines,2014,Both sexes,2.69,2.06,9.22,81.57479452054794
Africa,Algeria,2014,Both sexes,2.78,1.49,4.82,65.19589041095891
Eastern Mediterranean,Lebanon,2014,Both sexes,2.84,1.57,4.93,70.75068493150685
Eastern Mediterranean,United Arab Emirates,2014,Female,2.83,1.65,4.52,83.0858904109589
Eastern Mediterranean,Jordan,2014,Male,2.78,1.92,3.8,65.00356164383561
Europe,Slovakia,2014,Female,2.75,2.07,3.56,53.53342465753425
Europe,Albania,2014,Female,2.91,1.91,4.19,60.215616438356165
Americas,Guatemala,2014,Female,2.86,2.18,3.65,65.89315068493151
Europe,Bulgaria,2014,Female,2.93,2.31,3.68,52.71917808219178
Europe,Ukraine,2014,Both sexes,20.39,17.71,23.33,47.91616438356165
Europe,Iceland,2014,Male,20.56,16.75,24.84,42.54301369863014
Europe,Finland,2014,Male,20.71,18.14,23.44,43.711780821917806
South-East Asia,Sri Lanka,2014,Male,21.48,15.89,39.86,80.36191780821918
Africa,Uganda,2014,Male,21.62,13.64,33.98,60.39534246575342
Europe,Belarus,2014,Both sexes,21.59,17.67,25.97,46.42109589041096
Europe,Belgium,2014,Male,21.67,19.24,24.23,52.709315068493154
Africa,Benin,2014,Male,21.97,13.38,34.4,79.64630136986301
Western Pacific,Japan,2014,Male,22.43,21.73,28.18,56.16913242009132
Africa,Guinea-Bissau,2014,Male,22.88,12.73,36.7,73.87397260273973
Europe,Kazakhstan,2014,Both sexes,24.23,20.67,28.17,49.11424657534247
Africa,Mozambique,2014,Both sexes,24.68,14.93,37.65,69.38602739726028
Europe,Hungary,2014,Male,25.01,22.07,28.14,53.27315068493151
Africa,South Africa,2014,Both sexes,25.28,16.94,35.45,62.85342465753425
Americas,Uruguay,2014,Male,25.48,21.92,29.31,62.4358904109589
Europe,Poland,2014,Male,25.8,24.5,27.34,49.2054794520548
Americas,Suriname,2014,Both sexes,25.94,19.02,34.36,78.4958904109589
Africa,Namibia,2014,Male,26.82,16.11,43.14,63.00082191780822
Africa,Gabon,2014,Male,26.99,15.99,42.66,74.39315068493151
Africa,Central African Republic,2014,Both sexes,27.59,14.91,45.68,75.35698630136986
Africa,Togo,2014,Male,27.87,16.84,42.41,80.92986301369864
South-East Asia,Nepal,2014,Female,2.97,1.66,4.75,64.13123287671233
Americas,Peru,2014,Both sexes,2.98,1.89,4.19,67.07890410958903
Eastern Mediterranean,Tunisia,2014,Both sexes,3.1,1.65,5.34,67.81671232876712
Europe,Spain,2014,Female,3.15,2.66,3.67,61.03817351598174
Europe,Tajikistan,2014,Female,3.27,2.11,4.78,58.881095890410954
Americas,Bahamas,2014,Both sexes,3.28,2.36,4.41,78.12246575342466
Eastern Mediterranean,Kuwait,2014,Male,3.44,2.67,4.32,80.56109589041095
Africa,Algeria,2014,Male,3.53,1.92,6.3,65.19589041095891
Europe,Turkmenistan,2014,Female,3.47,2.69,4.38,63.4868493150685
Eastern Mediterranean,Egypt,2014,Both sexes,3.69,1.77,6.89,72.68602739726028
Americas,Argentina,2014,Female,3.71,3.11,4.38,63.61369863013699
Americas,Colombia,2014,Both sexes,3.69,3.09,6.85,56.43561643835616
Europe,Poland,2014,Female,3.69,3.41,3.98,49.2054794520548
Africa,Uganda,2014,Female,3.76,2.3,5.89,60.39534246575342
Europe,Ireland,2014,Female,3.77,3.0,4.61,49.83945205479453
Africa,Mauritania,2014,Female,3.92,2.18,6.33,77.13972602739726
Eastern Mediterranean,Lebanon,2014,Male,3.93,2.15,7.04,70.75068493150685
Africa,Zambia,2014,Male,30.2,19.48,44.52,56.945454545454545
Europe,Latvia,2014,Male,30.96,26.04,36.42,45.72219178082192
Western Pacific,Mongolia,2014,Male,33.31,20.82,50.69,30.123013698630135
Europe,Ukraine,2014,Male,37.61,32.77,42.88,47.91616438356165
Europe,Belarus,2014,Male,39.66,32.66,47.49,46.42109589041096
South-East Asia,Indonesia,2014,Male,4.0,2.88,5.41,82.4682191780822
Africa,Nigeria,2014,Female,4.1,1.94,6.5,61.257318741450064
Americas,Honduras,2014,Both sexes,4.07,2.08,8.19,71.54630136986302
Americas,Panama,2014,Both sexes,4.15,3.29,5.16,80.56630136986301
Americas,Cuba,2014,Female,4.2,3.47,5.01,74.90246575342466
Western Pacific,Philippines,2014,Male,4.29,3.2,9.41,81.57479452054794
Eastern Mediterranean,Tunisia,2014,Male,4.38,2.41,7.48,67.81671232876712
Europe,Kyrgyzstan,2014,Female,4.42,3.54,5.43,51.06301369863014
Europe,Portugal,2014,Female,4.42,3.6,22.8,61.34054794520548
Europe,Albania,2014,Both sexes,4.52,2.51,6.7,60.215616438356165
Americas,Peru,2014,Male,4.47,2.77,6.22,67.07890410958903
Western Pacific,Singapore,2014,Female,4.54,3.71,5.46,81.86465753424658
Europe,Germany,2014,Female,4.49,3.89,5.14,49.70438356164383
Europe,Denmark,2014,Female,4.57,3.69,5.6,49.47369863013699
Eastern Mediterranean,Oman,2014,Both sexes,4.68,2.92,7.46,47.72547945205479
Africa,Gabon,2014,Female,4.85,2.77,7.82,74.39315068493151
Africa,South Africa,2014,Male,41.15,29.16,55.9,62.85342465753425
Americas,Suriname,2014,Male,41.19,30.59,54.17,78.4958904109589
Europe,Kazakhstan,2014,Male,42.19,36.14,48.93,49.11424657534247
Africa,Mozambique,2014,Male,45.6,28.06,68.38,69.38602739726028
Africa,Central African Republic,2014,Male,47.97,26.21,78.75,75.35698630136986
Eastern Mediterranean,Pakistan,2014,Female,4.97,3.28,7.27,74.94383561643835
Eastern Mediterranean,Qatar,2014,Both sexes,5.02,3.31,7.54,83.50630136986301
Americas,Nicaragua,2014,Both sexes,4.95,3.56,6.48,81.55452054794522
Europe,Italy,2014,Both sexes,5.03,4.7,5.39,58.6672602739726
Eastern Mediterranean,Egypt,2014,Male,5.08,2.32,9.99,72.68602739726028
Europe,Tajikistan,2014,Both sexes,5.11,3.23,7.33,58.881095890410954
Western Pacific,Malaysia,2014,Both sexes,5.1,3.51,7.33,81.93534246575342
South-East Asia,Sri Lanka,2014,Female,5.11,3.9,6.58,80.36191780821918
Europe,Latvia,2014,Female,5.22,4.03,6.65,45.72219178082192
Europe,Uzbekistan,2014,Female,5.16,4.32,6.07,58.4386301369863
Western Pacific,New Zealand,2014,Female,5.32,4.48,6.25,59.23835616438356
Europe,Ukraine,2014,Female,5.34,4.55,6.24,47.91616438356165
Africa,Mauritania,2014,Both sexes,5.4,2.81,9.5,77.13972602739726
Americas,Costa Rica,2014,Both sexes,5.35,4.4,6.42,72.56109589041095
Americas,Brazil,2014,Both sexes,5.4,5.05,8.84,72.35908675799087
Africa,Kenya,2014,Female,5.53,4.1,7.05,42.251639344262294
Africa,Ethiopia,2014,Female,5.49,4.08,7.23,53.857650273224046
Europe,Norway,2014,Female,5.54,5.1,6.05,43.85123287671233
Eastern Mediterranean,Morocco,2014,Female,5.56,2.79,10.52,63.08958904109589
Eastern Mediterranean,United Arab Emirates,2014,Both sexes,5.6,3.23,8.72,83.0858904109589
Western Pacific,China,2014,Female,5.57,4.82,6.36,60.89808219178082
Europe,Austria,2014,Female,5.63,4.75,6.59,52.93561643835616
Africa,Madagascar,2014,Female,5.7,3.33,9.12,65.8358904109589
Europe,France,2014,Female,5.71,4.83,6.64,55.059863013698624
Americas,Mexico,2014,Both sexes,5.72,5.42,6.02,59.26459854014598
Americas,Bahamas,2014,Male,5.78,4.19,7.75,78.12246575342466
Western Pacific,Australia,2014,Female,5.75,4.95,6.6,63.038794520547945
Africa,Senegal,2014,Female,5.85,3.53,9.14,75.57397260273973
Americas,Canada,2014,Female,5.86,5.0,6.76,35.43377001455604
Eastern Mediterranean,Qatar,2014,Male,6.04,3.98,9.12,83.50630136986301
Europe,Croatia,2014,Female,6.0,4.85,7.32,55.79561643835617
Europe,Switzerland,2014,Female,6.04,5.05,7.11,51.12575342465753
Africa,Namibia,2014,Female,6.13,3.15,10.59,63.00082191780822
Europe,Albania,2014,Male,6.18,3.14,9.28,60.215616438356165
Americas,Colombia,2014,Male,6.19,5.22,12.15,56.43561643835616
Europe,Spain,2014,Both sexes,6.21,5.4,7.09,61.03817351598174
Eastern Mediterranean,Saudi Arabia,2014,Both sexes,6.3,3.96,9.35,79.20356164383561
Europe,Belarus,2014,Female,6.28,4.96,7.78,46.42109589041096
Europe,Hungary,2014,Female,6.26,5.32,7.3,53.27315068493151
Eastern Mediterranean,Bahrain,2014,Both sexes,6.37,4.02,8.9,81.57780821917808
Americas,Guatemala,2014,Both sexes,6.41,5.0,8.07,65.89315068493151
Africa,Benin,2014,Female,6.52,3.8,10.58,79.64630136986301
Western Pacific,Mongolia,2014,Female,6.54,4.07,9.7,30.123013698630135
Americas,Dominican Republic,2014,Both sexes,6.59,4.33,9.87,47.82767123287671
Eastern Mediterranean,United Arab Emirates,2014,Male,6.66,3.83,10.33,83.0858904109589
Eastern Mediterranean,Oman,2014,Male,6.7,4.18,10.62,47.72547945205479
Europe,Finland,2014,Female,6.68,5.63,7.81,43.711780821917806
Africa,Gambia,2014,Female,6.88,4.05,10.9,77.82191780821918
Americas,Belize,2014,Both sexes,6.89,5.23,8.91,79.84219178082192
Europe,Tajikistan,2014,Male,7.02,4.39,9.98,58.881095890410954
Americas,Uruguay,2014,Female,7.01,5.63,8.5,62.4358904109589
Africa,Mauritania,2014,Male,7.13,3.54,13.26,77.13972602739726
