Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature,GDP,Population,Happiness Index
Americas,Canada,2012,Male,14.94,13.35,16.57,43.80649863346492,52712.203303020826,34713395.0,7.415
Americas,Argentina,2012,Male,15.05,13.01,17.26,63.72513661202186,13859.31173111875,41733271.0,6.468
South-East Asia,India,2012,Both sexes,15.07,11.37,17.39,80.66755464480875,1460.0987861334777,1274487215.0,4.72
Europe,Switzerland,2012,Male,15.24,13.43,17.11,50.143806921675775,85848.2633570522,7996861.0,7.776
Europe,Poland,2012,Both sexes,15.29,14.57,16.02,47.66010928961748,12821.213426956836,38063164.0,5.876
Americas,Haiti,2012,Male,15.25,7.46,25.16,55.91041095890411,1344.1609118272538,10108539.0,4.413
Western Pacific,Australia,2012,Male,15.37,13.82,16.99,62.25568306010928,70036.82589041715,22733465.0,7.196
Americas,Uruguay,2012,Both sexes,16.1,13.71,18.66,62.82704918032787,15632.52787007057,3371133.0,6.45
South-East Asia,Sri Lanka,2012,Both sexes,16.4,12.71,22.74,80.53661202185793,3351.8924887271087,21017147.0,4.225
Europe,Belgium,2012,Both sexes,16.42,14.6,18.36,50.75737704918033,44980.05693322331,11106932.0,6.935
Europe,Iceland,2012,Male,17.01,13.78,20.57,42.23306010928962,45957.86058759071,320716.0,7.591
Western Pacific,Japan,2012,Both sexes,17.02,16.4,17.53,56.15127504553734,49058.91331116733,127629000.0,5.968
Europe,Sweden,2012,Male,17.07,15.33,18.86,44.27431693989071,57815.45404810644,9519374.0,7.56
South-East Asia,India,2012,Male,17.6,12.07,20.41,80.66755464480875,1460.0987861334777,1274487215.0,4.72
Americas,Cuba,2012,Male,17.73,15.5,20.12,75.05109289617486,6467.337914228037,11309290.0,5.418
Africa,Togo,2012,Both sexes,18.02,10.78,27.82,81.01693989071039,781.599045302259,6926635.0,2.904
Europe,Hungary,2012,Both sexes,18.37,16.21,20.69,52.56174863387978,12982.5267621682,9920362.0,4.683
Europe,Romania,2012,Male,18.37,16.23,20.68,53.75846994535519,8895.6612184335,20058035.0,5.167
Western Pacific,New Zealand,2012,Male,18.4,16.4,44.08,56.5207650273224,39953.58569255948,4408100.0,7.25
Africa,Zambia,2012,Both sexes,18.52,11.83,27.53,68.36448087431694,1685.234547817277,14744658.0,5.013
Europe,Ireland,2012,Male,19.08,16.73,21.56,49.00464480874317,49321.75054696049,4599533.0,6.965
Africa,Kenya,2012,Male,19.25,14.23,25.26,67.12328767123287,1298.3325893840408,43725806.0,4.547
South-East Asia,Nepal,2012,Male,19.23,9.82,29.37,63.91693989071038,755.160506945856,27330694.0,4.233
Africa,Guinea,2012,Male,19.35,10.33,32.14,38.73497267759563,707.9676733594132,10788692.0,3.652
Europe,Austria,2012,Male,19.33,17.1,21.68,51.911475409836065,48569.734871770066,8429991.0,7.401
Eastern Mediterranean,Tunisia,2012,Female,1.99,0.99,3.49,67.28879781420765,4126.678134408134,11174383.0,4.464
Americas,Dominican Republic,2012,Female,1.98,1.31,2.89,68.78169398907103,6047.110069491758,10030882.0,4.753
Eastern Mediterranean,Jordan,2012,Both sexes,1.96,1.39,2.65,65.63524590163935,4386.461815819648,7211863.0,5.132
Africa,Algeria,2012,Female,2.1,1.1,3.44,64.29043715846994,5610.733340716971,37260563.0,5.605
Eastern Mediterranean,Kuwait,2012,Both sexes,2.31,1.81,2.88,79.36748633879782,51270.832955417056,3394663.0,6.221
Europe,Italy,2012,Female,2.33,2.14,2.51,58.06352459016394,34674.730098011045,59539717.0,5.839
Western Pacific,Malaysia,2012,Female,2.46,1.81,3.26,82.97950819672131,10601.510913682556,29660212.0,5.914
Americas,Nicaragua,2012,Female,2.51,1.88,3.29,80.7396174863388,1746.4274226374828,6030607.0,5.448
Americas,Brazil,2012,Female,2.52,2.33,5.89,72.17468123861566,12327.515555834529,199977707.0,6.66
Eastern Mediterranean,Saudi Arabia,2012,Female,2.58,1.69,3.78,78.49289617486339,24069.20331481133,30821543.0,6.396
Eastern Mediterranean,Bahrain,2012,Female,2.62,1.86,3.57,81.68415300546448,25102.639500954392,1224939.0,5.027
Europe,Spain,2012,Female,2.59,2.21,2.99,60.14508196721312,28334.84883325939,46773055.0,6.291
Europe,Romania,2012,Female,2.72,2.28,3.21,53.75846994535519,8895.6612184335,20058035.0,5.167
South-East Asia,Indonesia,2012,Both sexes,2.76,2.04,3.57,82.16912568306012,3668.212083501231,250222695.0,5.368
Africa,Algeria,2012,Both sexes,2.89,1.55,5.03,64.29043715846994,5610.733340716971,37260563.0,5.605
Eastern Mediterranean,Jordan,2012,Male,2.92,2.08,3.95,65.63524590163935,4386.461815819648,7211863.0,5.132
Western Pacific,Philippines,2012,Both sexes,2.85,2.26,8.26,82.40983606557377,2671.7775384811453,98032317.0,5.002
Africa,Senegal,2012,Male,20.11,12.77,30.44,76.3620218579235,1334.802361632484,13231833.0,3.669
Europe,France,2012,Male,20.75,18.42,32.4,54.8077868852459,41146.337173212625,65662240.0,6.649
Western Pacific,Mongolia,2012,Both sexes,20.99,13.23,31.31,26.251092896174864,4402.299364439736,2792349.0,4.885
Africa,Benin,2012,Male,22.52,13.74,35.09,81.21366120218579,1112.6332519979758,10014078.0,3.193
Europe,Finland,2012,Male,22.63,20.11,25.36,41.50765027322405,47711.777240893214,5413971.0,7.42
Western Pacific,Japan,2012,Male,24.38,23.67,25.0,56.15127504553734,49058.91331116733,127629000.0,5.968
Europe,Belgium,2012,Male,24.46,21.91,27.13,50.75737704918033,44980.05693322331,11106932.0,6.935
Africa,South Africa,2012,Both sexes,24.63,16.39,34.66,62.61639344262295,8173.8008132353,53145033.0,5.134
Africa,Gabon,2012,Male,24.95,14.79,38.99,78.33251366120219,9349.061096373209,1836705.0,3.972
Africa,Uganda,2012,Male,25.07,15.85,39.28,54.384972677595634,899.6116677881796,34273295.0,4.309
Africa,Mozambique,2012,Both sexes,26.54,16.12,40.05,59.325956284153,681.4921170169131,24487611.0,4.866
Africa,Central African Republic,2012,Both sexes,26.64,14.58,43.78,79.10054644808743,525.897583603189,4773306.0,3.276
Americas,Suriname,2012,Both sexes,26.82,19.93,35.07,79.42404371584699,9312.327748639987,558111.0,6.269
Africa,Namibia,2012,Male,26.91,16.45,42.37,66.92540983606557,6005.306942611338,2167470.0,4.663
South-East Asia,Sri Lanka,2012,Male,26.94,20.68,38.46,80.53661202185793,3351.8924887271087,21017147.0,4.225
Americas,Uruguay,2012,Male,27.09,23.35,31.09,62.82704918032787,15632.52787007057,3371133.0,6.45
Europe,Poland,2012,Male,27.71,26.49,28.97,47.66010928961748,12821.213426956836,38063164.0,5.876
Africa,Togo,2012,Male,28.73,17.47,43.47,81.01693989071039,781.599045302259,6926635.0,2.904
South-East Asia,Nepal,2012,Female,3.04,1.73,4.82,63.91693989071038,755.160506945856,27330694.0,4.233
Eastern Mediterranean,Lebanon,2012,Both sexes,2.99,1.67,5.14,70.8707650273224,8500.180562954387,5178337.0,4.573
Eastern Mediterranean,United Arab Emirates,2012,Female,3.01,1.8,4.71,83.97554644808743,44386.78607898895,8664969.0,7.218
Americas,Guatemala,2012,Female,3.01,2.31,3.83,66.37103825136612,3277.879692150551,14781942.0,5.856
Eastern Mediterranean,Tunisia,2012,Both sexes,3.24,1.73,5.56,67.28879781420765,4126.678134408134,11174383.0,4.464
Europe,Albania,2012,Female,3.15,2.14,4.43,59.8844262295082,4259.667181360756,2900401.0,5.51
Europe,Portugal,2012,Female,3.15,2.59,3.75,60.611748633879785,20550.735735668422,10514844.0,4.994
Americas,Peru,2012,Both sexes,3.32,2.11,4.57,68.47295081967212,6475.719417034289,29749589.0,5.825
Eastern Mediterranean,Kuwait,2012,Male,3.29,2.59,4.08,79.36748633879782,51270.832955417056,3394663.0,6.221
Americas,Argentina,2012,Female,3.42,2.89,4.0,63.72513661202186,13859.31173111875,41733271.0,6.468
Europe,Poland,2012,Female,3.5,3.24,3.75,47.66010928961748,12821.213426956836,38063164.0,5.876
Europe,Bulgaria,2012,Female,3.59,2.88,4.42,53.20355191256831,7250.87330469753,7305888.0,4.222
Africa,Algeria,2012,Male,3.68,1.99,6.63,64.29043715846994,5610.733340716971,37260563.0,5.605
Europe,Greece,2012,Both sexes,3.73,3.14,4.4,-29.856284153005465,22076.907453964315,11045011.0,5.096
Americas,Panama,2012,Both sexes,3.75,3.03,4.6,80.93251366120218,10943.809978902022,3754862.0,6.86
Americas,Colombia,2012,Both sexes,3.81,3.24,11.82,56.35464480874317,8101.829091779118,45782417.0,6.375
Europe,Hungary,2012,Male,30.94,27.51,34.61,52.56174863387978,12982.5267621682,9920362.0,4.683
Africa,Zambia,2012,Male,31.11,20.3,45.48,68.36448087431694,1685.234547817277,14744658.0,5.013
Western Pacific,Mongolia,2012,Male,35.42,22.37,53.14,26.251092896174864,4402.299364439736,2792349.0,4.885
Africa,South Africa,2012,Male,39.47,28.11,53.5,62.61639344262295,8173.8008132353,53145033.0,5.134
Americas,Honduras,2012,Both sexes,3.95,2.04,7.99,71.0155737704918,2107.3425646340165,8792367.0,4.602
Africa,Mauritania,2012,Female,4.0,2.19,6.47,77.89508196721312,1850.3849674295548,3636113.0,4.673
Eastern Mediterranean,Lebanon,2012,Male,4.16,2.28,7.36,70.8707650273224,8500.180562954387,5178337.0,4.573
Africa,Gabon,2012,Female,4.2,2.4,6.74,78.33251366120219,9349.061096373209,1836705.0,3.972
South-East Asia,Indonesia,2012,Male,4.18,3.02,5.47,82.16912568306012,3668.212083501231,250222695.0,5.368
Americas,Cuba,2012,Female,4.16,3.47,4.94,75.05109289617486,6467.337914228037,11309290.0,5.418
Africa,Uganda,2012,Female,4.31,2.55,6.93,54.384972677595634,899.6116677881796,34273295.0,4.309
Western Pacific,Philippines,2012,Male,4.31,3.3,9.43,82.40983606557377,2671.7775384811453,98032317.0,5.002
Africa,Nigeria,2012,Female,4.4,2.33,6.87,80.23784153005464,2701.005187712935,170075932.0,5.493
Europe,Ireland,2012,Female,4.4,3.58,5.31,49.00464480874317,49321.75054696049,4599533.0,6.965
Africa,Namibia,2012,Female,4.5,2.4,7.63,66.92540983606557,6005.306942611338,2167470.0,4.663
Eastern Mediterranean,Tunisia,2012,Male,4.57,2.52,7.77,67.28879781420765,4126.678134408134,11174383.0,4.464
Europe,Germany,2012,Female,4.57,3.99,5.19,48.57158469945355,43256.12244074617,80425823.0,6.702
Europe,Albania,2012,Both sexes,4.82,2.75,6.96,59.8844262295082,4259.667181360756,2900401.0,5.51
Europe,Austria,2012,Female,4.8,4.07,5.61,51.911475409836065,48569.734871770066,8429991.0,7.401
Eastern Mediterranean,Oman,2012,Both sexes,4.85,3.11,7.38,-6.676775956284152,24722.62493715055,3535579.0,6.853
Americas,Nicaragua,2012,Both sexes,4.86,3.44,16.04,80.7396174863388,1746.4274226374828,6030607.0,5.448
Europe,Denmark,2012,Female,4.89,4.0,5.9,46.795355191256824,58409.451633575,5591572.0,7.52
Americas,Suriname,2012,Male,42.96,32.23,55.85,79.42404371584699,9312.327748639987,558111.0,6.269
Africa,Central African Republic,2012,Male,45.13,25.09,73.26,79.10054644808743,525.897583603189,4773306.0,3.276
Africa,Mozambique,2012,Male,47.47,29.38,70.32,59.325956284153,681.4921170169131,24487611.0,4.866
Americas,Peru,2012,Male,4.95,3.06,6.76,68.47295081967212,6475.719417034289,29749589.0,5.825
Eastern Mediterranean,Pakistan,2012,Female,5.03,3.34,7.3,75.67937158469945,1139.5436133485164,202205861.0,5.132
Americas,Mexico,2012,Both sexes,4.95,4.69,5.2,63.31056466302368,10842.732815044268,115755909.0,7.32
Western Pacific,Malaysia,2012,Both sexes,5.17,3.63,7.27,82.97950819672131,10601.510913682556,29660212.0,5.914
Americas,Canada,2012,Female,5.27,4.58,6.01,43.80649863346492,52712.203303020826,34713395.0,7.415
Americas,Brazil,2012,Both sexes,5.29,4.95,9.36,72.17468123861566,12327.515555834529,199977707.0,6.66
Europe,Italy,2012,Both sexes,5.36,5.04,5.68,58.06352459016394,34674.730098011045,59539717.0,5.839
Africa,Mauritania,2012,Both sexes,5.53,2.89,9.69,77.89508196721312,1850.3849674295548,3636113.0,4.673
Africa,Kenya,2012,Female,5.54,4.23,6.93,67.12328767123287,1298.3325893840408,43725806.0,4.547
Europe,Spain,2012,Both sexes,5.63,4.93,6.38,60.14508196721312,28334.84883325939,46773055.0,6.291
Africa,Madagascar,2012,Female,5.73,3.38,9.09,54.404098360655745,504.17373779112023,22966240.0,3.551
Western Pacific,Australia,2012,Female,5.66,4.89,16.86,62.25568306010928,70036.82589041715,22733465.0,7.196
Europe,Norway,2012,Female,5.66,5.2,6.15,40.830601092896174,102166.0865790294,5018573.0,7.678
Americas,Dominican Republic,2012,Both sexes,5.8,3.97,8.4,68.78169398907103,6047.110069491758,10030882.0,4.753
Africa,Senegal,2012,Female,5.96,3.62,9.27,76.3620218579235,1334.802361632484,13231833.0,3.669
Europe,Switzerland,2012,Female,5.98,5.08,6.94,50.143806921675775,85848.2633570522,7996861.0,7.776
Eastern Mediterranean,Morocco,2012,Female,6.05,2.94,11.74,62.62868852459016,3117.364548709128,33352169.0,4.97
Eastern Mediterranean,United Arab Emirates,2012,Both sexes,6.13,3.63,9.29,83.97554644808743,44386.78607898895,8664969.0,7.218
Europe,Greece,2012,Male,6.2,5.29,7.19,-29.856284153005465,22076.907453964315,11045011.0,5.096
Americas,Uruguay,2012,Female,6.29,5.07,7.61,62.82704918032787,15632.52787007057,3371133.0,6.45
Americas,Costa Rica,2012,Both sexes,6.34,5.27,18.03,72.38060109289617,9971.651656253503,4736593.0,7.272
Americas,Colombia,2012,Male,6.34,5.44,15.51,56.35464480874317,8101.829091779118,45782417.0,6.375
Eastern Mediterranean,Bahrain,2012,Both sexes,6.44,4.01,8.81,81.68415300546448,25102.639500954392,1224939.0,5.027
Eastern Mediterranean,Saudi Arabia,2012,Both sexes,6.41,4.15,9.23,78.49289617486339,24069.20331481133,30821543.0,6.396
Western Pacific,China,2012,Female,6.41,5.6,7.27,59.583989071038246,6243.546749260665,1354190000.0,5.095
Western Pacific,New Zealand,2012,Female,6.5,5.56,7.51,56.5207650273224,39953.58569255948,4408100.0,7.25
Europe,Albania,2012,Male,6.58,3.42,9.62,59.8844262295082,4259.667181360756,2900401.0,5.51
Americas,Panama,2012,Male,6.63,5.4,8.07,80.93251366120218,10943.809978902022,3754862.0,6.86
Europe,France,2012,Female,6.56,5.67,13.84,54.8077868852459,41146.337173212625,65662240.0,6.649
Africa,Benin,2012,Female,6.66,3.88,10.82,81.21366120218579,1112.6332519979758,10014078.0,3.193
Western Pacific,Singapore,2012,Female,6.7,5.59,7.87,81.70792349726776,54839.80038646321,5312437.0,6.533
Eastern Mediterranean,Oman,2012,Male,6.92,4.45,10.52,-6.676775956284152,24722.62493715055,3535579.0,6.853
Americas,Guatemala,2012,Both sexes,7.01,5.5,8.8,66.37103825136612,3277.879692150551,14781942.0,5.856
Americas,Honduras,2012,Male,7.13,3.65,14.71,71.0155737704918,2107.3425646340165,8792367.0,4.602
South-East Asia,Sri Lanka,2012,Female,7.08,5.62,8.75,80.53661202185793,3351.8924887271087,21017147.0,4.225
Eastern Mediterranean,United Arab Emirates,2012,Male,7.18,4.25,10.82,83.97554644808743,44386.78607898895,8664969.0,7.218
Western Pacific,Mongolia,2012,Female,7.21,4.53,10.75,26.251092896174864,4402.299364439736,2792349.0,4.885
Africa,Mauritania,2012,Male,7.32,3.71,13.5,77.89508196721312,1850.3849674295548,3636113.0,4.673
Europe,Finland,2012,Female,7.27,6.2,8.38,41.50765027322405,47711.777240893214,5413971.0,7.42
Americas,Belize,2012,Both sexes,7.35,5.61,9.46,81.09836065573771,5635.52152590496,337059.0,6.097
Europe,Sweden,2012,Female,7.44,6.54,8.38,44.27431693989071,57815.45404810644,9519374.0,7.56
Americas,Nicaragua,2012,Male,7.49,5.22,28.67,80.7396174863388,1746.4274226374828,6030607.0,5.448
Europe,Hungary,2012,Female,7.52,6.43,8.7,52.56174863387978,12982.5267621682,9920362.0,4.683
Western Pacific,Malaysia,2012,Male,7.76,5.37,11.09,82.97950819672131,10601.510913682556,29660212.0,5.914
Europe,Iceland,2012,Female,8.03,6.18,10.28,42.23306010928962,45957.86058759071,320716.0,7.591
Western Pacific,China,2012,Both sexes,8.14,6.67,10.15,59.583989071038246,6243.546749260665,1354190000.0,5.095
Africa,Togo,2012,Female,8.33,4.72,13.65,81.01693989071039,781.599045302259,6926635.0,2.904
Africa,Nigeria,2012,Both sexes,8.33,4.84,13.55,80.23784153005464,2701.005187712935,170075932.0,5.493
Americas,Brazil,2012,Male,8.32,7.82,13.08,72.17468123861566,12327.515555834529,199977707.0,6.66
Americas,Mexico,2012,Male,8.25,7.84,8.64,63.31056466302368,10842.732815044268,115755909.0,7.32
Africa,Guinea,2012,Female,8.37,4.89,13.69,38.73497267759563,707.9676733594132,10788692.0,3.652
Europe,Portugal,2012,Both sexes,8.48,7.22,9.83,60.611748633879785,20550.735735668422,10514844.0,4.994
Europe,Italy,2012,Male,8.62,8.14,9.09,58.06352459016394,34674.730098011045,59539717.0,5.839
Africa,Zambia,2012,Female,8.7,5.23,13.55,68.36448087431694,1685.234547817277,14744658.0,5.013
Eastern Mediterranean,Bahrain,2012,Male,8.7,5.33,11.95,81.68415300546448,25102.639500954392,1224939.0,5.027
Europe,Belgium,2012,Female,8.65,7.5,9.89,50.75737704918033,44980.05693322331,11106932.0,6.935
Europe,Bulgaria,2012,Both sexes,8.75,7.31,10.37,53.20355191256831,7250.87330469753,7305888.0,4.222
Europe,Spain,2012,Male,8.86,7.81,9.97,60.14508196721312,28334.84883325939,46773055.0,6.291
Americas,Argentina,2012,Both sexes,8.96,7.72,10.32,63.72513661202186,13859.31173111875,41733271.0,6.468
Europe,Germany,2012,Both sexes,8.98,7.96,10.06,48.57158469945355,43256.12244074617,80425823.0,6.702
Eastern Mediterranean,Saudi Arabia,2012,Male,9.07,5.85,13.03,78.49289617486339,24069.20331481133,30821543.0,6.396
Eastern Mediterranean,Morocco,2012,Both sexes,9.15,4.21,16.73,62.62868852459016,3117.364548709128,33352169.0,4.97
Western Pacific,Singapore,2012,Both sexes,9.16,7.77,23.27,81.70792349726776,54839.80038646321,5312437.0,6.533
Americas,Haiti,2012,Female,9.6,5.32,15.82,55.91041095890411,1344.1609118272538,10108539.0,4.413
Americas,Dominican Republic,2012,Male,9.74,6.72,14.09,68.78169398907103,6047.110069491758,10030882.0,4.753
Western Pacific,Japan,2012,Female,9.68,9.14,10.09,56.15127504553734,49058.91331116733,127629000.0,5.968
Europe,Denmark,2012,Both sexes,9.82,8.35,11.42,46.795355191256824,58409.451633575,5591572.0,7.52
Africa,Madagascar,2012,Both sexes,9.89,5.99,15.46,54.404098360655745,504.17373779112023,22966240.0,3.551
Europe,Norway,2012,Both sexes,9.94,9.27,10.65,40.830601092896174,102166.0865790294,5018573.0,7.678
Eastern Mediterranean,Kuwait,2011,Female,0.91,0.68,1.16,79.27890410958904,48997.87265661901,3143825.0,6.378
Americas,Honduras,2011,Female,1.0,0.55,1.7,71.04328767123287,2053.9609572691033,8622504.0,4.961
Eastern Mediterranean,Jordan,2011,Female,1.0,0.7,1.37,63.79616438356164,4152.493982372487,7109980.0,5.539
Americas,Panama,2011,Female,1.16,0.88,1.49,80.13342465753425,9526.55760606657,3688674.0,7.248
Europe,Greece,2011,Female,1.32,1.04,1.65,66.22191780821917,25682.206058113978,11104899.0,5.372
Eastern Mediterranean,Oman,2011,Female,1.46,0.91,2.21,55.286849315068494,24166.060340636624,3206870.0,6.853
South-East Asia,Indonesia,2011,Female,1.45,1.15,1.82,83.06246575342466,3613.8008883484504,247099697.0,5.173
Americas,Colombia,2011,Female,1.48,1.23,8.55,56.803561643835614,7392.452360792647,45308899.0,6.464
Western Pacific,Philippines,2011,Female,1.77,1.55,8.09,81.82931506849316,2431.1999648906094,96337913.0,4.994
Eastern Mediterranean,Lebanon,2011,Female,1.86,1.09,2.95,70.00301369863013,7914.109568101385,5045056.0,5.188
Americas,Peru,2011,Female,1.86,1.28,2.58,66.9772602739726,5826.832306560778,29477721.0,5.892
Americas,Dominican Republic,2011,Female,1.89,1.25,2.75,78.98164383561644,5837.316059219872,9903737.0,5.397
Eastern Mediterranean,Pakistan,2011,Both sexes,10.02,4.91,18.06,75.77917808219179,1130.7142740649783,198602738.0,5.267
Americas,Haiti,2011,Female,10.07,5.54,16.65,83.20301369863013,1299.3409324604245,9954312.0,4.845
Africa,Madagascar,2011,Both sexes,10.15,6.17,15.89,66.66000000000001,516.9025392446861,22348158.0,4.381
Western Pacific,Singapore,2011,Male,10.15,8.71,11.74,81.75369863013698,52894.983904050714,5183688.0,6.561
Western Pacific,Australia,2011,Both sexes,10.06,8.96,16.55,62.53884931506849,69245.62700435813,22340024.0,7.406
Europe,Switzerland,2011,Both sexes,10.51,9.18,11.9,51.24977168949772,90492.95355271896,7912398.0,7.692
Africa,Mozambique,2011,Female,10.56,6.05,16.81,-23.073698630136985,615.2786612325793,23760421.0,4.971
South-East Asia,Nepal,2011,Both sexes,10.73,5.64,16.31,66.14575342465754,772.5578712037952,27266399.0,3.809
Western Pacific,China,2011,Male,10.71,8.31,13.87,59.93298630136986,5564.488743535384,1345035000.0,5.037
Europe,Iceland,2011,Both sexes,10.69,8.52,13.14,41.908767123287674,47672.898954665114,319014.0,7.415
Western Pacific,Japan,2011,Female,10.98,10.37,11.42,56.59652968036529,48693.701579288965,127833000.0,6.263
Western Pacific,New Zealand,2011,Both sexes,10.99,9.74,12.31,60.10904109589041,38411.55544472141,4384000.0,7.191
Americas,Cuba,2011,Both sexes,11.13,9.67,12.72,75.34219178082192,6152.147901184689,11298710.0,5.418
Americas,Costa Rica,2011,Male,11.2,9.51,13.06,72.13479452054794,9137.45510201356,4679926.0,7.229
South-East Asia,Thailand,2011,Male,11.63,8.22,15.51,81.58815789473684,5396.646390465397,68712846.0,6.664
Americas,Suriname,2011,Female,11.56,8.29,15.51,72.6186301369863,8287.716055677025,552146.0,6.269
Africa,South Africa,2011,Female,11.7,5.67,19.18,62.46876712328767,8737.041110105392,52443325.0,4.931
Africa,Sierra Leone,2011,Both sexes,11.74,6.45,19.31,3.239726027397261,445.0054064185944,6612385.0,4.502
Europe,Ireland,2011,Both sexes,11.83,10.32,13.43,50.1186301369863,52559.71069112783,4580084.0,7.007
Europe,Norway,2011,Both sexes,11.85,11.06,21.96,42.47315068493151,101212.1481232196,4953088.0,7.667
Africa,Kenya,2011,Both sexes,11.77,8.94,15.24,0.8999999999999997,1099.315531357522,42635144.0,4.405
Europe,Sweden,2011,Both sexes,12.0,10.74,13.33,46.61095890410959,60639.12379768661,9449213.0,7.382
Africa,Central African Republic,2011,Female,11.96,6.41,20.05,79.23917808219178,514.5352779481299,4732022.0,3.422
Africa,Senegal,2011,Both sexes,12.12,7.67,18.37,76.56438356164384,1381.7291502924418,12875880.0,3.834
Europe,Austria,2011,Both sexes,12.28,10.78,13.88,51.27945205479452,51377.67066555674,8391643.0,7.471
Americas,Haiti,2011,Both sexes,12.46,6.41,20.54,83.20301369863013,1299.3409324604245,9954312.0,4.845
Americas,Guatemala,2011,Male,12.73,9.99,15.95,66.50109589041097,3161.6641205733954,14521515.0,5.743
Africa,Guinea,2011,Both sexes,12.78,7.09,21.02,47.75534246575343,644.5025556182433,10527712.0,4.045
Eastern Mediterranean,Morocco,2011,Male,12.97,5.61,23.13,63.72383561643836,3223.1119940525477,32903699.0,5.085
South-East Asia,India,2011,Female,13.09,11.15,15.09,79.6558904109589,1488.459342080125,1257621191.0,4.635
Africa,Nigeria,2011,Male,13.08,8.07,21.21,83.03753424657535,2479.906138570517,165463745.0,5.127
Europe,Bulgaria,2011,Male,13.27,11.27,15.47,51.45561643835616,7646.861178357301,7348328.0,3.875
Europe,Portugal,2011,Male,13.29,11.42,15.31,62.88849315068493,23170.966239018864,10557560.0,5.22
Europe,France,2011,Both sexes,13.59,12.03,18.21,56.67671232876712,44078.847307460914,65345233.0,6.959
Americas,Belize,2011,Male,13.84,10.59,17.72,81.43232876712328,5519.339007944455,329538.0,6.168
Americas,Argentina,2011,Male,14.01,12.15,22.81,63.235342465753426,12768.514643081366,41261490.0,6.776
Americas,Canada,2011,Male,14.13,12.64,25.11,42.94578386605784,52233.341556115665,34339221.0,7.426
Africa,Benin,2011,Both sexes,14.14,8.52,22.3,80.98,1097.975502994021,9726380.0,3.87
Europe,Denmark,2011,Male,14.53,12.6,16.61,47.742739726027395,61693.355544760125,5570572.0,7.788
Europe,Germany,2011,Male,14.46,12.87,16.12,26.74412587412587,45986.89829208431,80274983.0,6.621
Africa,Uganda,2011,Both sexes,14.47,8.94,22.72,64.34821917808219,853.3319145357774,33295738.0,4.826
Eastern Mediterranean,Pakistan,2011,Male,14.68,6.34,28.14,75.77917808219179,1130.7142740649783,198602738.0,5.267
Americas,Guyana,2011,Female,14.84,10.48,20.35,-13.73006329113924,4960.0052985279945,744230.0,5.993
Africa,Madagascar,2011,Male,14.78,9.09,23.02,66.66000000000001,516.9025392446861,22348158.0,4.381
Americas,Uruguay,2011,Both sexes,15.02,12.79,17.44,61.2827397260274,14465.867296525754,3361637.0,6.554
Europe,Poland,2011,Both sexes,14.98,14.28,15.69,48.36821917808219,13577.49151767441,38063255.0,5.646
Western Pacific,Australia,2011,Male,15.19,13.65,27.22,62.53884931506849,69245.62700435813,22340024.0,7.406
Americas,Haiti,2011,Male,15.33,7.51,25.2,83.20301369863013,1299.3409324604245,9954312.0,4.845
South-East Asia,India,2011,Both sexes,15.5,11.72,18.02,79.6558904109589,1488.459342080125,1257621191.0,4.635
Europe,Switzerland,2011,Male,15.46,13.65,17.34,51.24977168949772,90492.95355271896,7912398.0,7.692
Europe,Finland,2011,Both sexes,15.68,13.82,17.68,44.211780821917806,51083.00259327779,5388272.0,7.354
Africa,Sierra Leone,2011,Male,15.73,8.41,26.04,3.239726027397261,445.0054064185944,6612385.0,4.502
Africa,Gabon,2011,Both sexes,15.78,9.32,24.77,79.34520547945205,10260.37498270857,1772500.0,4.255
Africa,Namibia,2011,Both sexes,16.14,9.66,25.72,48.0358904109589,5904.5173011761435,2132340.0,4.708
Europe,Iceland,2011,Male,16.46,13.28,19.98,41.908767123287674,47672.898954665114,319014.0,7.415
Europe,Belgium,2011,Both sexes,16.71,14.84,18.67,52.47561643835616,47705.16423975909,11038264.0,7.111
Europe,Sweden,2011,Male,16.76,15.1,18.52,46.61095890410959,60639.12379768661,9449213.0,7.382
Western Pacific,New Zealand,2011,Male,16.95,15.17,18.8,60.10904109589041,38411.55544472141,4384000.0,7.191
Europe,Norway,2011,Male,16.92,15.91,17.96,42.47315068493151,101212.1481232196,4953088.0,7.667
Europe,Romania,2011,Male,17.39,15.36,31.22,52.030410958904106,9525.753976269629,20147528.0,5.023
South-East Asia,Sri Lanka,2011,Both sexes,17.85,14.02,24.43,81.48438356164384,3248.040214848635,20859743.0,4.181
South-East Asia,India,2011,Male,17.89,12.33,20.93,79.6558904109589,1488.459342080125,1257621191.0,4.635
Africa,Togo,2011,Both sexes,18.12,10.87,27.94,77.64986301369863,802.4309525161855,6748672.0,2.936
Americas,Cuba,2011,Male,18.17,15.91,20.58,75.34219178082192,6152.147901184689,11298710.0,5.418
Western Pacific,Japan,2011,Both sexes,18.43,17.77,18.98,56.59652968036529,48693.701579288965,127833000.0,6.263
Europe,Hungary,2011,Both sexes,18.95,16.74,21.37,51.53616438356165,14260.903308868126,9971727.0,4.918
Africa,Guinea,2011,Male,19.01,10.14,31.46,47.75534246575343,644.5025556182433,10527712.0,4.045
South-East Asia,Nepal,2011,Male,19.19,9.89,29.02,66.14575342465754,772.5578712037952,27266399.0,3.809
