Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature,GDP,Population,Happiness Index
Africa,Kenya,2015,Male,17.4,12.61,23.73,55.10081967213115,1496.6556329267723,46851488.0,4.358
Western Pacific,Australia,2015,Male,17.74,15.73,19.85,62.17803278688525,52321.0035433425,23815995.0,7.309
Europe,Austria,2015,Male,17.91,15.71,20.34,52.63961748633879,44179.46844912713,8642699.0,7.076
Europe,France,2015,Male,18.14,15.66,26.8,54.833333333333336,36930.54760972176,66548272.0,6.358
Europe,Sweden,2015,Male,18.26,16.26,20.39,45.77704918032787,51282.96107181875,9799186.0,7.289
South-East Asia,Nepal,2015,Male,18.69,9.59,28.85,63.67704918032787,857.1850526511114,27610325.0,4.812
Europe,Finland,2015,Male,18.91,16.31,21.76,44.13387978142077,42785.24493527248,5479531.0,7.448
Africa,Guinea,2015,Male,19.44,10.33,32.22,63.526229508196714,756.4255916578584,11625998.0,3.505
Africa,Senegal,2015,Male,19.65,12.34,29.86,75.6431693989071,1237.1955121649305,14356181.0,4.617
Western Pacific,Mongolia,2015,Both sexes,19.68,12.16,29.75,31.153005464480874,3919.354485367185,2964749.0,4.983
Africa,Algeria,2015,Female,2.01,1.06,3.29,64.04781420765028,4197.417286292595,39543154.0,5.848
Americas,Nicaragua,2015,Female,2.18,1.62,2.85,80.6292349726776,2025.3231416932656,6298598.0,5.924
Americas,Costa Rica,2015,Female,2.18,1.65,2.79,72.851912568306,11529.955173574028,4895242.0,6.854
Europe,Italy,2015,Female,2.23,2.03,9.74,57.7974043715847,30480.00435708744,60730582.0,5.848
Eastern Mediterranean,Saudi Arabia,2015,Female,2.28,1.4,3.54,74.09767759562841,20442.366063158523,32749848.0,6.345
Americas,Mexico,2015,Female,2.26,2.1,2.42,55.035610200364296,10098.17339448781,120149897.0,6.236
Americas,Dominican Republic,2015,Female,2.4,1.52,3.63,74.73551912568306,6837.995772857189,10405832.0,5.062
Eastern Mediterranean,Bahrain,2015,Female,2.37,1.63,3.31,81.62295081967213,22795.370757889865,1362142.0,6.007
Western Pacific,Malaysia,2015,Female,2.41,1.68,3.36,81.74617486338798,9699.583367599613,31068833.0,6.322
Eastern Mediterranean,Kuwait,2015,Both sexes,2.4,1.84,3.06,79.16475409836066,29314.940959718795,3908743.0,6.146
Europe,Romania,2015,Female,2.46,2.03,2.94,53.691803278688525,8936.16455907602,19815616.0,5.777
South-East Asia,Indonesia,2015,Both sexes,2.57,1.85,3.44,81.86502732240437,3322.581679076556,259091970.0,5.043
Americas,Brazil,2015,Female,2.57,2.37,2.78,71.77012750455374,8783.214413107182,205188205.0,6.547
Africa,Algeria,2015,Both sexes,2.72,1.47,4.69,64.04781420765028,4197.417286292595,39543154.0,5.848
Eastern Mediterranean,United Arab Emirates,2015,Female,2.71,1.57,4.38,84.23265027322405,41525.13890313719,8916899.0,6.568
Western Pacific,Philippines,2015,Both sexes,2.71,2.07,9.17,82.02021857923498,2974.2969204688247,103031365.0,5.547
Americas,Peru,2015,Both sexes,2.77,1.71,3.97,69.61708074534161,6180.118799373945,30711863.0,5.577
Europe,Albania,2015,Female,2.81,1.82,4.09,60.09016393442623,3950.390255039412,2880703.0,4.607
Eastern Mediterranean,Jordan,2015,Male,2.79,1.92,3.88,64.34945355191257,4064.253016370333,9494246.0,5.405
Europe,Bulgaria,2015,Female,2.77,2.17,3.51,52.53743169398907,6945.4328771840665,7177991.0,4.865
Eastern Mediterranean,Lebanon,2015,Both sexes,2.87,1.58,5.01,70.04781420765028,7802.751367738089,6398940.0,5.172
Americas,Guatemala,2015,Female,2.86,2.18,3.65,65.69781420765028,3886.360159655831,15567419.0,6.465
Europe,Spain,2015,Female,2.94,2.47,3.44,60.19708561020036,25751.48531124479,46444832.0,6.381
Africa,Uganda,2015,Male,20.71,13.08,32.67,70.86475409836065,781.7208768706018,37477356.0,4.238
Europe,Belgium,2015,Male,20.7,18.22,23.33,51.10136612021858,41086.1691175835,11274196.0,6.904
Europe,Iceland,2015,Male,21.03,17.01,25.51,39.55,52912.494771615886,330815.0,7.498
Western Pacific,Japan,2015,Male,21.39,20.68,27.26,56.95455373406193,34930.43663549547,127141000.0,5.88
Africa,Benin,2015,Male,21.52,13.13,33.8,80.5743169398907,1040.8637839567348,10932783.0,3.625
Europe,Poland,2015,Male,23.48,22.27,24.89,50.17622950819672,12375.417766664925,37986412.0,6.007
Africa,Mozambique,2015,Both sexes,23.97,14.39,36.68,73.7139344262295,603.8385115740911,26843246.0,4.55
South-East Asia,Sri Lanka,2015,Male,23.95,16.85,40.3,80.61530054644808,3990.3529960575183,21336697.0,4.612
Europe,Hungary,2015,Male,24.01,21.03,27.19,52.76830601092897,12715.465154707805,9843028.0,5.344
Africa,South Africa,2015,Both sexes,25.55,16.8,36.36,61.60546448087431,6200.927055034655,55876504.0,4.887
Americas,Suriname,2015,Both sexes,25.91,18.69,34.67,78.56557377049181,8907.838127358196,575475.0,6.269
Africa,Central African Republic,2015,Both sexes,26.31,14.31,43.26,73.24153005464481,351.61358348136787,4819333.0,2.839
Africa,Gabon,2015,Male,26.55,15.71,42.26,78.99672131147541,7085.121977611114,2028517.0,4.661
Africa,Togo,2015,Male,26.66,16.08,40.72,80.70054644808744,769.5606839771805,7473229.0,3.768
Americas,Uruguay,2015,Male,27.71,23.63,32.13,61.917486338797815,16774.55541103884,3402818.0,6.628
Africa,Namibia,2015,Male,27.9,16.66,45.09,64.60983606557377,4965.672828869449,2282704.0,4.53
Eastern Mediterranean,Tunisia,2015,Both sexes,3.03,1.61,5.2,66.50846994535519,3960.924128116005,11557779.0,5.132
South-East Asia,Nepal,2015,Female,2.97,1.67,4.79,63.67704918032787,857.1850526511114,27610325.0,4.812
Americas,Panama,2015,Both sexes,2.95,2.32,3.69,79.94398907103825,14029.837338666532,3957099.0,6.606
Americas,Argentina,2015,Female,3.23,2.68,3.85,62.935792349726775,14908.621296858577,43131966.0,6.697
Europe,Poland,2015,Female,3.28,3.02,3.54,50.17622950819672,12375.417766664925,37986412.0,6.007
Africa,Algeria,2015,Male,3.44,1.88,6.08,64.04781420765028,4197.417286292595,39543154.0,5.848
Eastern Mediterranean,Kuwait,2015,Male,3.5,2.7,4.43,79.16475409836066,29314.940959718795,3908743.0,6.146
Europe,Ireland,2015,Female,3.7,2.91,4.57,48.41120218579235,62636.45650659444,4701957.0,6.83
Africa,Mauritania,2015,Female,3.86,2.15,6.23,77.8344262295082,1562.7268525324512,3946220.0,3.923
Africa,Uganda,2015,Female,3.85,2.33,6.03,70.86475409836065,781.7208768706018,37477356.0,4.238
South-East Asia,Indonesia,2015,Male,3.93,2.76,5.36,81.86502732240437,3322.581679076556,259091970.0,5.043
Western Pacific,Mongolia,2015,Male,33.52,20.72,51.1,31.153005464480874,3919.354485367185,2964749.0,4.983
Africa,Nigeria,2015,Female,3.98,1.85,6.38,66.22322404371585,2688.0105103982437,183995785.0,4.933
Eastern Mediterranean,Lebanon,2015,Male,4.03,2.19,7.23,70.04781420765028,7802.751367738089,6398940.0,5.172
Americas,Colombia,2015,Both sexes,4.04,3.32,7.28,56.62103825136611,6228.426299041305,47119728.0,6.388
Americas,Cuba,2015,Female,4.05,3.32,4.88,75.81803278688525,7690.166362474582,11339894.0,5.418
Europe,Albania,2015,Both sexes,4.23,2.33,6.37,60.09016393442623,3950.390255039412,2880703.0,4.607
Americas,Peru,2015,Male,4.16,2.51,5.9,69.61708074534161,6180.118799373945,30711863.0,5.577
Eastern Mediterranean,Tunisia,2015,Male,4.29,2.36,7.31,66.50846994535519,3960.924128116005,11557779.0,5.132
Western Pacific,Philippines,2015,Male,4.27,3.16,9.32,82.02021857923498,2974.2969204688247,103031365.0,5.547
Americas,Nicaragua,2015,Both sexes,4.47,3.23,5.9,80.6292349726776,2025.3231416932656,6298598.0,5.924
Americas,Honduras,2015,Both sexes,4.57,2.29,9.28,72.1639344262295,2257.224303154971,9294505.0,4.845
Eastern Mediterranean,Oman,2015,Both sexes,4.7,2.89,7.64,69.45054644808744,18777.453892328715,4191776.0,6.853
Europe,Germany,2015,Female,4.73,4.06,5.48,49.5117808219178,40893.18609359589,81686611.0,7.037
Africa,Gabon,2015,Female,4.84,2.73,7.85,78.99672131147541,7085.121977611114,2028517.0,4.661
Europe,Portugal,2015,Female,4.76,3.86,5.77,60.799180327868854,19228.705242711523,10358076.0,5.081
Europe,Italy,2015,Both sexes,4.83,4.5,8.73,57.7974043715847,30480.00435708744,60730582.0,5.848
Eastern Mediterranean,Pakistan,2015,Female,4.91,3.22,7.27,75.0506830601093,1407.8792877840208,210969298.0,4.823
Americas,Panama,2015,Male,4.87,3.86,6.04,79.94398907103825,14029.837338666532,3957099.0,6.606
Europe,Denmark,2015,Female,4.93,3.92,6.1,47.56939890710383,53308.19755532908,5683483.0,7.514
Americas,Suriname,2015,Male,41.09,30.0,54.48,78.56557377049181,8907.838127358196,575475.0,6.269
Africa,South Africa,2015,Male,41.61,29.04,56.83,61.60546448087431,6200.927055034655,55876504.0,4.887
Africa,Mozambique,2015,Male,44.44,27.13,66.73,73.7139344262295,603.8385115740911,26843246.0,4.55
Africa,Central African Republic,2015,Male,45.47,25.05,73.96,73.24153005464481,351.61358348136787,4819333.0,2.839
Western Pacific,Singapore,2015,Female,4.98,4.1,5.92,81.98032786885246,54512.83031892426,5535002.0,6.033
Western Pacific,Malaysia,2015,Both sexes,5.22,3.51,7.61,81.74617486338798,9699.583367599613,31068833.0,6.322
Europe,Iceland,2015,Female,5.15,3.91,6.63,39.55,52912.494771615886,330815.0,7.498
Eastern Mediterranean,Morocco,2015,Female,5.34,2.68,10.09,62.81666666666667,3183.747477643224,34680458.0,5.163
Africa,Mauritania,2015,Both sexes,5.33,2.77,9.47,77.8344262295082,1562.7268525324512,3946220.0,3.923
Eastern Mediterranean,United Arab Emirates,2015,Both sexes,5.25,3.01,8.27,84.23265027322405,41525.13890313719,8916899.0,6.568
Africa,Kenya,2015,Female,5.27,3.86,6.83,55.10081967213115,1496.6556329267723,46851488.0,4.358
Europe,France,2015,Female,5.34,4.45,12.1,54.833333333333336,36930.54760972176,66548272.0,6.358
Western Pacific,China,2015,Female,5.25,4.46,6.09,60.81060109289617,7936.749007064388,1379860000.0,5.304
Europe,Austria,2015,Female,5.37,4.51,6.35,52.63961748633879,44179.46844912713,8642699.0,7.076
Europe,Finland,2015,Female,5.38,4.46,6.36,44.13387978142077,42785.24493527248,5479531.0,7.448
Africa,Madagascar,2015,Female,5.55,3.23,8.91,65.31584699453552,455.6380345285245,24850912.0,3.593
Europe,Spain,2015,Both sexes,5.64,4.85,6.49,60.19708561020036,25751.48531124479,46444832.0,6.381
Americas,Brazil,2015,Both sexes,5.6,5.21,8.84,71.77012750455374,8783.214413107182,205188205.0,6.547
Americas,Mexico,2015,Both sexes,5.6,5.3,5.9,55.035610200364296,10098.17339448781,120149897.0,6.236
Europe,Albania,2015,Male,5.7,2.87,8.72,60.09016393442623,3950.390255039412,2880703.0,4.607
Africa,Senegal,2015,Female,5.73,3.43,8.99,75.6431693989071,1237.1955121649305,14356181.0,4.617
Eastern Mediterranean,Saudi Arabia,2015,Both sexes,5.95,3.68,8.99,74.09767759562841,20442.366063158523,32749848.0,6.345
Europe,Switzerland,2015,Female,6.03,4.98,7.17,50.577777777777776,83813.16690513866,8282396.0,7.572
Western Pacific,Australia,2015,Female,5.97,5.09,6.89,62.17803278688525,52321.0035433425,23815995.0,7.309
Americas,Canada,2015,Female,5.98,5.05,6.95,37.68031591737546,43549.85042359986,35704498.0,7.413
Western Pacific,New Zealand,2015,Female,6.16,5.18,7.24,58.89071038251366,38789.01647455356,4609400.0,7.418
Eastern Mediterranean,United Arab Emirates,2015,Male,6.27,3.58,9.84,84.23265027322405,41525.13890313719,8916899.0,6.568
Eastern Mediterranean,Bahrain,2015,Both sexes,6.32,3.96,8.88,81.62295081967213,22795.370757889865,1362142.0,6.007
Africa,Benin,2015,Female,6.39,3.7,10.41,80.5743169398907,1040.8637839567348,10932783.0,3.625
Americas,Guatemala,2015,Both sexes,6.4,4.97,8.09,65.69781420765028,3886.360159655831,15567419.0,6.465
Americas,Costa Rica,2015,Both sexes,6.41,5.22,7.74,72.851912568306,11529.955173574028,4895242.0,6.854
Western Pacific,Mongolia,2015,Female,6.46,4.0,9.68,31.153005464480874,3919.354485367185,2964749.0,4.983
Americas,Colombia,2015,Male,6.5,5.38,12.52,56.62103825136611,6228.426299041305,47119728.0,6.388
Europe,Hungary,2015,Female,6.53,5.47,7.7,52.76830601092897,12715.465154707805,9843028.0,5.344
South-East Asia,Sri Lanka,2015,Female,6.73,4.87,9.08,80.61530054644808,3990.3529960575183,21336697.0,4.612
Americas,Uruguay,2015,Female,6.72,5.35,8.19,61.917486338797815,16774.55541103884,3402818.0,6.628
Eastern Mediterranean,Oman,2015,Male,6.8,4.18,10.98,69.45054644808744,18777.453892328715,4191776.0,6.853
Americas,Dominican Republic,2015,Both sexes,6.84,4.38,10.4,74.73551912568306,6837.995772857189,10405832.0,5.062
Europe,Bulgaria,2015,Both sexes,6.77,5.52,8.24,52.53743169398907,6945.4328771840665,7177991.0,4.865
Americas,Belize,2015,Both sexes,6.87,5.18,8.9,80.68032786885246,6098.600078917168,359871.0,6.2035
Africa,Namibia,2015,Female,7.03,3.58,12.43,64.60983606557377,4965.672828869449,2282704.0,4.53
Africa,Mauritania,2015,Male,7.06,3.49,13.31,77.8344262295082,1562.7268525324512,3946220.0,3.923
Americas,Nicaragua,2015,Male,7.13,5.12,9.48,80.6292349726776,2025.3231416932656,6298598.0,5.924
Western Pacific,China,2015,Both sexes,7.08,5.79,8.89,60.81060109289617,7936.749007064388,1379860000.0,5.304
Europe,Norway,2015,Female,7.14,6.55,7.81,42.33825136612022,74784.75700809935,5188607.0,7.603
Africa,Nigeria,2015,Both sexes,7.31,4.04,12.34,66.22322404371585,2688.0105103982437,183995785.0,4.933
Eastern Mediterranean,Morocco,2015,Both sexes,7.63,3.64,13.84,62.81666666666667,3183.747477643224,34680458.0,5.163
Western Pacific,Singapore,2015,Both sexes,7.56,6.36,8.86,81.98032786885246,54512.83031892426,5535002.0,6.033
Europe,Italy,2015,Male,7.62,7.14,8.13,57.7974043715847,30480.00435708744,60730582.0,5.848
Africa,Togo,2015,Female,7.67,4.34,12.74,80.70054644808744,769.5606839771805,7473229.0,3.768
Europe,Sweden,2015,Female,7.76,6.75,8.8,45.77704918032787,51282.96107181875,9799186.0,7.289
Western Pacific,Malaysia,2015,Male,7.9,5.27,11.68,81.74617486338798,9699.583367599613,31068833.0,6.322
Europe,Denmark,2015,Both sexes,8.07,6.66,9.66,47.56939890710383,53308.19755532908,5683483.0,7.514
Americas,Argentina,2015,Both sexes,8.1,6.83,12.85,62.935792349726775,14908.621296858577,43131966.0,6.697
Americas,Honduras,2015,Male,8.33,4.12,17.17,72.1639344262295,2257.224303154971,9294505.0,4.845
Europe,Portugal,2015,Both sexes,8.31,6.92,9.83,60.799180327868854,19228.705242711523,10358076.0,5.081
Europe,Belgium,2015,Female,8.27,7.05,9.6,51.10136612021858,41086.1691175835,11274196.0,6.904
Western Pacific,Japan,2015,Female,8.4,7.89,8.83,56.95455373406193,34930.43663549547,127141000.0,5.88
Africa,Guinea,2015,Female,8.46,4.88,13.96,63.526229508196714,756.4255916578584,11625998.0,3.505
Eastern Mediterranean,Saudi Arabia,2015,Male,8.49,5.25,12.76,74.09767759562841,20442.366063158523,32749848.0,6.345
Europe,Spain,2015,Male,8.52,7.39,9.76,60.19708561020036,25751.48531124479,46444832.0,6.381
Eastern Mediterranean,Bahrain,2015,Male,8.67,5.36,12.24,81.62295081967213,22795.370757889865,1362142.0,6.007
Europe,Ireland,2015,Both sexes,8.71,7.3,10.28,48.41120218579235,62636.45650659444,4701957.0,6.83
Americas,Brazil,2015,Male,8.9,8.3,15.09,71.77012750455374,8783.214413107182,205188205.0,6.547
Western Pacific,China,2015,Male,9.04,7.2,11.88,60.81060109289617,7936.749007064388,1379860000.0,5.304
Europe,Germany,2015,Both sexes,9.0,7.83,10.26,49.5117808219178,40893.18609359589,81686611.0,7.037
Americas,Haiti,2015,Female,9.13,5.05,14.98,73.8035519125683,1344.636362999236,10563757.0,3.57
Africa,Mozambique,2015,Female,9.08,5.17,14.75,73.7139344262295,603.8385115740911,26843246.0,4.55
Europe,Romania,2015,Both sexes,9.06,7.82,10.42,53.691803278688525,8936.16455907602,19815616.0,5.777
Americas,Mexico,2015,Male,9.24,8.78,9.69,55.035610200364296,10098.17339448781,120149897.0,6.236
Africa,Madagascar,2015,Both sexes,9.53,5.71,15.05,65.31584699453552,455.6380345285245,24850912.0,3.593
South-East Asia,Nepal,2015,Both sexes,9.83,5.18,15.32,63.67704918032787,857.1850526511114,27610325.0,4.812
Eastern Mediterranean,Kuwait,2014,Female,0.79,0.58,1.03,80.56109589041095,43241.41801003839,3761584.0,6.18
Eastern Mediterranean,Jordan,2014,Female,0.93,0.65,1.29,65.00356164383561,4255.894309779613,8658026.0,5.333
Americas,Honduras,2014,Female,1.03,0.57,1.78,71.54630136986302,2164.4271257616138,9127846.0,5.056
Americas,Panama,2014,Female,1.11,0.83,1.46,80.56630136986301,13132.84772498819,3888793.0,6.631
Western Pacific,Philippines,2014,Female,1.17,0.99,9.28,81.57479452054794,2935.928578117623,101325201.0,5.313
Eastern Mediterranean,Oman,2014,Female,1.29,0.79,2.02,47.72547945205479,23121.214708009873,4009267.0,6.853
South-East Asia,Indonesia,2014,Female,1.27,0.99,1.61,82.4682191780822,3476.6248543286556,256229761.0,5.597
Americas,Colombia,2014,Female,1.4,1.14,1.69,56.43561643835616,8164.714495377962,46677947.0,6.449
Americas,Peru,2014,Female,1.56,1.04,2.26,67.07890410958903,6614.830498896763,30353951.0,5.866
Eastern Mediterranean,Lebanon,2014,Female,1.74,0.99,2.8,70.75068493150685,7665.379691844695,6274342.0,5.233
Americas,Belize,2014,Female,1.71,1.26,2.26,79.84219178082192,6031.548402798473,352335.0,5.956
Americas,Costa Rica,2014,Female,1.8,1.36,2.29,72.56109589041095,10737.678875383752,4844288.0,7.247
Eastern Mediterranean,Tunisia,2014,Female,1.91,0.95,3.34,67.81671232876712,4367.869087217854,11428948.0,4.764
Eastern Mediterranean,Jordan,2014,Both sexes,1.86,1.29,2.56,65.00356164383561,4255.894309779613,8658026.0,5.333
Eastern Mediterranean,Pakistan,2014,Both sexes,9.96,4.92,18.03,74.94383561643835,1314.024785346319,208251628.0,5.436
Europe,Switzerland,2014,Both sexes,10.01,8.61,11.49,51.12575342465753,88734.28844703053,8188649.0,7.493
Europe,Norway,2014,Both sexes,10.06,9.37,10.82,43.85123287671233,97653.55997605417,5137232.0,7.444
Americas,Cuba,2014,Both sexes,10.23,8.78,11.81,74.90246575342466,7117.526910015914,11332026.0,5.418
Africa,South Africa,2014,Female,10.33,5.46,16.42,62.85342465753425,6959.839546662256,54729551.0,4.828
Eastern Mediterranean,Morocco,2014,Male,10.44,4.83,18.41,63.08958904109589,3478.414749631739,34248603.0,5.152
Africa,Central African Republic,2014,Female,10.36,5.55,17.41,75.35698630136986,394.33154287364863,4798734.0,2.985
Americas,Guatemala,2014,Male,10.42,8.2,13.07,65.89315068493151,3681.628336805008,15306316.0,6.536
Europe,Ireland,2014,Both sexes,10.5,8.95,12.18,49.83945205479453,56107.120281471514,4657740.0,7.018
Western Pacific,New Zealand,2014,Both sexes,10.59,9.24,12.07,59.23835616438356,44595.65818953699,4516500.0,7.306
Americas,Canada,2014,Both sexes,10.86,9.49,12.29,35.43377001455604,50940.66043374905,35434066.0,7.304
Americas,Dominican Republic,2014,Male,11.06,7.31,16.58,47.82767123287671,6532.727416124471,10282115.0,5.387
Africa,Kenya,2014,Both sexes,11.08,8.08,14.73,42.251639344262294,1489.9203442132452,45831863.0,4.905
Western Pacific,Australia,2014,Both sexes,11.31,10.02,12.67,63.038794520547945,62402.63243789121,23475686.0,7.289
Africa,Nigeria,2014,Male,11.31,6.8,19.11,61.257318741450064,3169.260267419126,179379016.0,4.875
South-East Asia,India,2014,Female,11.31,9.53,13.24,80.2472602739726,1562.7804516383007,1307246509.0,4.424
Africa,Uganda,2014,Both sexes,11.4,7.14,17.82,60.39534246575342,1072.9343972741128,36336539.0,3.77
Europe,France,2014,Both sexes,11.45,9.92,13.04,55.059863013698624,43359.425626051474,66312067.0,6.467
Americas,Suriname,2014,Female,11.71,8.16,16.07,78.4958904109589,9766.543813438502,569682.0,6.269
Europe,Bulgaria,2014,Male,11.74,9.77,14.0,52.71917808219178,7742.783574734144,7223938.0,4.438
Western Pacific,Singapore,2014,Male,11.81,10.05,13.71,81.86465753424658,56523.3904739534,5469724.0,6.62
Europe,Austria,2014,Both sexes,12.04,10.52,13.69,52.93561643835616,51719.25090872314,8546356.0,6.95
Americas,Haiti,2014,Both sexes,12.0,6.17,19.88,-48.55917808219178,1435.59877230172,10412740.0,3.889
Africa,Senegal,2014,Both sexes,11.97,7.49,18.26,75.57397260273973,1415.2101050282918,13970308.0,4.395
Americas,Belize,2014,Male,12.13,9.23,15.61,79.84219178082192,6031.548402798473,352335.0,5.956
Europe,Sweden,2014,Both sexes,12.28,10.91,13.72,46.66164383561644,59703.87685109821,9696110.0,7.239
South-East Asia,Sri Lanka,2014,Both sexes,12.72,9.47,22.4,80.36191780821918,3885.623609535337,21239457.0,4.268
Africa,Guinea,2014,Both sexes,12.97,7.11,21.36,77.74602739726028,774.5690388021221,11333365.0,3.412
South-East Asia,India,2014,Both sexes,13.49,10.09,15.73,80.2472602739726,1562.7804516383007,1307246509.0,4.424
Europe,Denmark,2014,Male,13.63,11.53,15.93,49.47369863013699,62469.52902924812,5643475.0,7.508
Africa,Benin,2014,Both sexes,13.65,8.21,21.59,79.64630136986301,1249.8400947257032,10614844.0,3.347
Europe,Finland,2014,Both sexes,13.65,11.86,15.57,43.711780821917806,50260.9624573295,5461512.0,7.385
Europe,Switzerland,2014,Male,14.21,12.38,16.13,51.12575342465753,88734.28844703053,8188649.0,7.493
Europe,Germany,2014,Male,14.17,12.49,15.92,49.70438356164383,47446.566149615006,80982500.0,6.984
Africa,Madagascar,2014,Male,14.27,8.7,22.34,65.8358904109589,517.136183196789,24215976.0,3.676
Europe,Iceland,2014,Both sexes,14.37,11.5,17.68,42.54301369863014,54533.76890128044,327386.0,7.5
Europe,Norway,2014,Male,14.49,13.55,15.5,43.85123287671233,97653.55997605417,5137232.0,7.444
Europe,Poland,2014,Both sexes,14.5,13.73,15.4,49.2054794520548,13972.378842507736,38011735.0,5.75
Eastern Mediterranean,Pakistan,2014,Male,14.71,6.47,28.28,74.94383561643835,1314.024785346319,208251628.0,5.436
Europe,Portugal,2014,Male,14.88,12.71,17.21,61.34054794520548,22058.797557100665,10401062.0,5.127
Europe,Hungary,2014,Both sexes,14.96,13.1,16.96,53.27315068493151,14292.182629889434,9866468.0,5.181
Americas,Argentina,2014,Male,15.07,12.87,27.08,63.61369863013699,13241.393384738676,42669500.0,6.671
Europe,Belgium,2014,Both sexes,15.13,13.32,17.05,52.709315068493154,47838.53691528021,11209057.0,6.855
Americas,Haiti,2014,Male,15.23,7.43,25.37,-48.55917808219178,1435.59877230172,10412740.0,3.889
Africa,Namibia,2014,Both sexes,15.32,8.87,25.11,63.00082191780822,5539.1137740449885,2243001.0,4.574
Africa,Gabon,2014,Both sexes,15.39,9.05,24.47,74.39315068493151,9243.014158236325,1966855.0,3.918
South-East Asia,India,2014,Male,15.66,10.68,18.2,80.2472602739726,1562.7804516383007,1307246509.0,4.424
Americas,Uruguay,2014,Both sexes,15.77,13.37,18.34,62.4358904109589,17833.37248252032,3391662.0,6.561
Western Pacific,Japan,2014,Both sexes,15.78,15.17,21.53,56.16913242009132,38414.80883043711,127276000.0,5.923
Americas,Canada,2014,Male,15.95,14.05,17.91,35.43377001455604,50940.66043374905,35434066.0,7.304
Europe,Romania,2014,Male,16.01,14.04,18.19,52.81123287671232,9987.76249349715,19908979.0,5.727
Western Pacific,New Zealand,2014,Male,16.1,14.22,18.17,59.23835616438356,44595.65818953699,4516500.0,7.306
Americas,Cuba,2014,Male,16.61,14.39,19.02,74.90246575342466,7117.526910015914,11332026.0,5.418
Europe,Sweden,2014,Male,16.6,14.84,18.43,46.66164383561644,59703.87685109821,9696110.0,7.239
Western Pacific,Australia,2014,Male,16.95,15.16,18.82,63.038794520547945,62402.63243789121,23475686.0,7.289
Europe,Ireland,2014,Male,17.35,15.0,19.89,49.83945205479453,56107.120281471514,4657740.0,7.018
Africa,Togo,2014,Both sexes,17.41,10.37,27.06,80.92986301369864,876.0257165543887,7288383.0,2.839
Africa,Zambia,2014,Both sexes,17.74,11.2,26.63,56.945454545454545,1696.1172608990803,15737793.0,4.346
Europe,France,2014,Male,17.68,15.44,20.0,55.059863013698624,43359.425626051474,66312067.0,6.467
Africa,Kenya,2014,Male,18.02,13.04,24.3,42.251639344262294,1489.9203442132452,45831863.0,4.905
South-East Asia,Nepal,2014,Male,18.55,9.43,28.58,64.13123287671233,816.7796458815509,27462106.0,4.975
Europe,Austria,2014,Male,18.97,16.74,21.39,52.93561643835616,51719.25090872314,8546356.0,6.95
Africa,Guinea,2014,Male,19.58,10.37,32.33,77.74602739726028,774.5690388021221,11333365.0,3.412
Western Pacific,Mongolia,2014,Both sexes,19.6,12.25,29.56,30.123013698630135,4211.948098707077,2902823.0,4.825
Africa,Senegal,2014,Male,19.8,12.56,29.9,75.57397260273973,1415.2101050282918,13970308.0,4.395
Africa,Algeria,2014,Female,2.02,1.06,3.33,65.19589041095891,5516.229431197753,38760168.0,6.355
Americas,Nicaragua,2014,Female,2.17,1.62,2.81,81.55452054794522,1913.522086696179,6208676.0,6.275
Americas,Dominican Republic,2014,Female,2.28,1.47,3.41,47.82767123287671,6532.727416124471,10282115.0,5.387
Europe,Romania,2014,Female,2.29,1.91,2.71,52.81123287671232,9987.76249349715,19908979.0,5.727
Americas,Mexico,2014,Female,2.25,2.1,2.41,59.26459854014598,11490.021691422626,118755887.0,6.68
Eastern Mediterranean,Saudi Arabia,2014,Female,2.41,1.51,3.65,79.20356164383561,23862.8011860129,32125564.0,6.278
Western Pacific,Malaysia,2014,Female,2.41,1.72,3.28,81.93534246575342,11045.583644409531,30606459.0,5.963
Eastern Mediterranean,Kuwait,2014,Both sexes,2.38,1.83,3.0,80.56109589041095,43241.41801003839,3761584.0,6.18
Americas,Brazil,2014,Female,2.39,2.21,2.57,72.35908675799087,12071.404654748074,203459650.0,6.981
Europe,Italy,2014,Female,2.37,2.17,2.58,58.6672602739726,35793.004334692756,60789140.0,6.027
Eastern Mediterranean,Bahrain,2014,Female,2.45,1.71,3.4,81.57780821917808,25464.800666786778,1311134.0,6.165
South-East Asia,Indonesia,2014,Both sexes,2.62,1.92,3.49,82.4682191780822,3476.6248543286556,256229761.0,5.597
Western Pacific,Philippines,2014,Both sexes,2.69,2.06,9.22,81.57479452054794,2935.928578117623,101325201.0,5.313
Africa,Algeria,2014,Both sexes,2.78,1.49,4.82,65.19589041095891,5516.229431197753,38760168.0,6.355
Eastern Mediterranean,Lebanon,2014,Both sexes,2.84,1.57,4.93,70.75068493150685,7665.379691844695,6274342.0,5.233
Eastern Mediterranean,United Arab Emirates,2014,Female,2.83,1.65,4.52,83.0858904109589,46865.96459836453,8835951.0,6.54
Eastern Mediterranean,Jordan,2014,Male,2.78,1.92,3.8,65.00356164383561,4255.894309779613,8658026.0,5.333
Europe,Albania,2014,Female,2.91,1.91,4.19,60.215616438356165,4586.6061875913965,2889104.0,4.814
Americas,Guatemala,2014,Female,2.86,2.18,3.65,65.89315068493151,3681.628336805008,15306316.0,6.536
Europe,Bulgaria,2014,Female,2.93,2.31,3.68,52.71917808219178,7742.783574734144,7223938.0,4.438
