Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature,GDP
Americas,Haiti,2009,Both sexes,12.76,6.58,20.97,33.22027397260274,1165.7676033927232
Europe,Iceland,2009,Both sexes,12.88,10.22,15.94,41.86657534246575,41262.28418052831
Eastern Mediterranean,Morocco,2009,Male,12.94,5.54,23.09,61.42301369863014,2965.345721906053
Americas,Belize,2009,Male,12.97,9.89,16.59,78.62328767123287,5352.09598753545
Europe,Sweden,2009,Both sexes,13.09,11.73,14.55,44.82410958904109,46932.21568799479
Europe,Ireland,2009,Both sexes,13.3,11.58,15.15,48.913698630136984,52334.70329511961
Americas,Uruguay,2009,Both sexes,13.37,11.45,15.44,61.04136986301369,9467.535279362395
Africa,Nigeria,2009,Male,13.44,8.31,21.73,81.05890410958904,1863.9082334004895
Africa,South Africa,2009,Female,13.86,7.2,21.51,62.79917808219178,6444.186720173811
Europe,Bulgaria,2009,Male,14.05,12.06,16.28,52.239452054794526,6814.098778659663
Americas,Argentina,2009,Male,14.04,12.17,22.7,62.570958904109595,8267.539946607452
Europe,France,2009,Both sexes,14.08,12.51,15.72,54.81438356164384,41899.18749093684
Africa,Benin,2009,Both sexes,14.24,8.61,22.29,81.03643835616438,1057.4622587938984
Europe,Germany,2009,Male,14.35,12.77,22.09,33.10328317373461,41810.985395912336
Europe,Portugal,2009,Male,14.49,12.42,16.7,63.63369863013698,23008.126146173177
Africa,Madagascar,2009,Male,14.85,9.14,23.04,65.4249315068493,455.40737368456365
Eastern Mediterranean,Pakistan,2009,Male,15.1,6.23,29.2,75.57602739726028,880.3267199984286
Western Pacific,Australia,2009,Male,15.23,13.68,16.84,62.9586301369863,46965.19660718949
Europe,Denmark,2009,Male,15.42,13.39,17.63,47.11232876712329,58128.30748287273
Americas,Haiti,2009,Male,15.42,7.58,25.13,33.22027397260274,1165.7676033927232
Americas,Canada,2009,Male,15.53,13.96,17.2,41.353671232876714,40918.850660470634
Africa,Uganda,2009,Both sexes,15.48,9.5,24.52,62.422739726027395,793.2796066254862
South-East Asia,India,2009,Both sexes,15.59,11.91,18.12,80.75979452054794,1074.850493439497
Africa,Guinea-Bissau,2009,Both sexes,15.64,8.75,25.1,75.62931506849316,541.3829193051796
Africa,Gabon,2009,Both sexes,15.89,9.47,24.85,79.43397260273973,7296.550879045669
Americas,Guatemala,2009,Male,15.99,12.45,20.11,65.33424657534246,2604.2438916028987
Europe,Poland,2009,Both sexes,16.11,15.34,21.41,47.43780821917808,11405.223333635047
Europe,Norway,2009,Male,16.3,15.33,17.32,40.83068493150685,80339.27448906616
Africa,Sierra Leone,2009,Male,16.27,8.6,27.12,55.84849315068493,392.0066747693175
Africa,Congo,2009,Both sexes,16.3,9.86,25.34,77.42821917808219,2274.7946261658344
Europe,Belgium,2009,Both sexes,16.71,14.87,26.44,50.84958904109589,44560.78806576203
Western Pacific,New Zealand,2009,Male,17.05,15.22,18.97,58.430410958904105,28207.74222183622
Americas,Cuba,2009,Male,17.58,15.45,19.84,74.1172602739726,5501.992566815133
Africa,Guinea,2009,Male,17.55,9.41,29.01,77.63780821917808,670.2612535212714
Europe,Romania,2009,Male,17.75,15.69,31.84,53.35589041095891,8506.764008956952
Europe,Finland,2009,Both sexes,17.89,15.81,20.11,41.65917808219178,47291.640125646176
Europe,Switzerland,2009,Male,17.96,15.91,20.08,50.758721461187214,71652.78768164896
Europe,Iceland,2009,Male,18.12,14.61,22.12,41.86657534246575,41262.28418052831
Africa,Namibia,2009,Both sexes,18.42,11.01,29.16,62.47671232876712,4347.69976712922
South-East Asia,India,2009,Male,18.37,12.92,21.55,80.75979452054794,1074.850493439497
South-East Asia,Nepal,2009,Male,18.36,9.58,27.57,61.736712328767126,524.6392235349092
Africa,Togo,2009,Both sexes,18.47,11.03,28.43,80.80849315068492,734.9954452751216
Europe,Sweden,2009,Male,18.51,16.68,20.44,44.82410958904109,46932.21568799479
Africa,Zambia,2009,Both sexes,19.02,12.31,28.13,65.98191780821918,1150.9389214899595
Europe,Austria,2009,Male,19.23,17.02,21.51,51.360821917808224,47962.52080000274
Europe,Hungary,2009,Both sexes,19.54,17.3,21.94,52.0841095890411,13095.692926302045
Western Pacific,Japan,2009,Both sexes,19.49,18.81,20.06,56.475525114155246,41286.41789045047
Americas,Dominican Republic,2009,Female,1.95,1.25,2.9,77.94821917808218,4982.458972883239
Americas,Belize,2009,Female,2.01,1.5,2.65,78.62328767123287,5352.09598753545
Eastern Mediterranean,Jordan,2009,Both sexes,2.09,1.5,2.88,64.59397260273973,3618.892626825758
Eastern Mediterranean,Tunisia,2009,Female,2.15,1.08,3.7,66.82876712328768,4029.461206311028
Eastern Mediterranean,Qatar,2009,Female,2.2,1.41,3.24,82.7545205479452,60734.062611308786
Americas,Barbados,2009,Male,2.16,1.65,2.77,80.62931506849316,16309.886007940364
Europe,Italy,2009,Female,2.23,2.06,2.4,57.678493150684936,36786.5240549018
Africa,Algeria,2009,Female,2.29,1.2,3.79,64.25972602739726,3898.478923090365
Americas,Brazil,2009,Female,2.32,2.14,2.5,71.0013698630137,8569.900891430292
Eastern Mediterranean,Egypt,2009,Female,2.41,1.28,3.95,73.64739726027398,2198.2935764295667
Europe,Spain,2009,Female,2.47,2.11,2.85,59.79013698630137,32037.209190265632
South-East Asia,Bangladesh,2009,Female,2.61,1.79,3.69,38.05397260273973,734.8789758503478
Western Pacific,Malaysia,2009,Female,2.62,1.96,3.42,81.41534246575343,7167.8773758324705
Americas,Honduras,2009,Both sexes,2.72,1.44,5.35,64.81780821917808,1762.3459633699686
Eastern Mediterranean,Kuwait,2009,Both sexes,2.68,2.11,3.32,79.91424657534247,37905.90170723726
Western Pacific,Philippines,2009,Both sexes,2.78,2.24,6.71,81.17041095890411,1893.2816226211276
Americas,Nicaragua,2009,Female,2.85,2.18,3.64,81.4213698630137,1438.090745811368
Europe,Greece,2009,Both sexes,2.87,2.42,3.38,64.84465753424658,29847.631791829055
Europe,Romania,2009,Female,2.86,2.4,3.38,53.35589041095891,8506.764008956952
Africa,Senegal,2009,Male,20.63,13.31,30.84,75.17671232876712,1318.6637815849786
Europe,Ireland,2009,Male,21.5,19.0,24.17,48.913698630136984,52334.70329511961
Europe,France,2009,Male,21.65,19.35,24.02,54.81438356164384,41899.18749093684
Western Pacific,Mongolia,2009,Both sexes,22.69,14.6,33.59,29.862739726027396,1993.0746573039803
South-East Asia,Sri Lanka,2009,Both sexes,22.72,18.64,36.11,81.04630136986302,2413.567992758129
Americas,Uruguay,2009,Male,22.68,19.65,25.9,61.04136986301369,9467.535279362395
Africa,Benin,2009,Male,23.06,14.11,35.56,81.03643835616438,1057.4622587938984
Africa,Congo,2009,Male,23.51,14.55,36.04,77.42821917808219,2274.7946261658344
Europe,Belgium,2009,Male,24.39,21.88,42.26,50.84958904109589,44560.78806576203
Africa,Mozambique,2009,Both sexes,24.64,15.14,36.87,71.17534246575343,546.6007332373886
Africa,Guinea-Bissau,2009,Male,25.66,14.05,41.04,75.62931506849316,541.3829193051796
Americas,Suriname,2009,Both sexes,26.53,19.84,34.33,27.72082191780822,7300.874354517534
Europe,Finland,2009,Male,26.48,23.6,29.56,41.65917808219178,47291.640125646176
Africa,Gabon,2009,Male,27.48,16.56,42.59,79.43397260273973,7296.550879045669
Africa,Central African Republic,2009,Both sexes,28.53,15.33,46.99,70.40027397260273,451.106625601378
Africa,Uganda,2009,Male,28.56,17.83,45.03,62.422739726027395,793.2796066254862
Western Pacific,Japan,2009,Male,28.57,27.78,29.3,56.475525114155246,41286.41789045047
Europe,Poland,2009,Male,28.72,27.46,29.99,47.43780821917808,11405.223333635047
Africa,South Africa,2009,Both sexes,29.24,19.63,40.42,62.79917808219178,6444.186720173811
Africa,Togo,2009,Male,29.42,17.83,44.41,80.80849315068492,734.9954452751216
Eastern Mediterranean,Lebanon,2009,Both sexes,3.04,1.71,5.17,70.27123287671233,7149.791498034738
South-East Asia,Nepal,2009,Female,2.97,1.75,4.61,61.736712328767126,524.6392235349092
South-East Asia,Indonesia,2009,Both sexes,2.98,2.21,3.78,75.07260273972602,2384.0237317186275
Eastern Mediterranean,Jordan,2009,Male,3.07,2.21,4.24,64.59397260273973,3618.892626825758
Africa,Algeria,2009,Both sexes,3.15,1.67,5.56,64.25972602739726,3898.478923090365
Eastern Mediterranean,United Arab Emirates,2009,Female,3.19,1.98,4.88,82.73150684931507,32901.634299368634
Eastern Mediterranean,Bahrain,2009,Female,3.2,2.31,4.28,80.91013698630137,19448.185165297775
Americas,Argentina,2009,Female,3.21,2.72,3.75,62.570958904109595,8267.539946607452
South-East Asia,Thailand,2009,Female,3.25,2.3,4.42,82.70739726027398,4154.186141825539
Eastern Mediterranean,Tunisia,2009,Both sexes,3.43,1.85,5.83,66.82876712328768,4029.461206311028
Americas,Peru,2009,Both sexes,3.44,2.2,4.7,67.28904109589041,4165.927070499166
Americas,Bahamas,2009,Both sexes,3.39,2.5,4.46,78.88356164383562,27120.799224033235
Europe,Bulgaria,2009,Female,3.51,2.87,4.26,52.239452054794526,6814.098778659663
Eastern Mediterranean,Egypt,2009,Both sexes,3.55,1.69,6.6,73.64739726027398,2198.2935764295667
Americas,Guatemala,2009,Female,3.72,2.81,4.75,65.33424657534246,2604.2438916028987
Europe,Portugal,2009,Female,3.67,3.03,4.38,63.63369863013698,23008.126146173177
Eastern Mediterranean,Kuwait,2009,Male,3.74,2.97,4.6,79.91424657534247,37905.90170723726
Africa,Namibia,2009,Male,32.59,20.16,50.58,62.47671232876712,4347.69976712922
Africa,Zambia,2009,Male,32.59,21.49,47.54,65.98191780821918,1150.9389214899595
Europe,Hungary,2009,Male,32.95,29.39,36.75,52.0841095890411,13095.692926302045
South-East Asia,Sri Lanka,2009,Male,38.05,30.99,63.73,81.04630136986302,2413.567992758129
Western Pacific,Mongolia,2009,Male,38.23,24.62,56.9,29.862739726027396,1993.0746573039803
Africa,Algeria,2009,Male,4.02,2.15,7.33,64.25972602739726,3898.478923090365
Europe,Cyprus,2009,Both sexes,3.99,2.72,5.35,18.527049180327868,32107.320448255738
Africa,Mauritania,2009,Female,4.12,2.25,6.65,76.70739726027398,1418.9408254236434
Eastern Mediterranean,Lebanon,2009,Male,4.13,2.28,7.27,70.27123287671233,7149.791498034738
Western Pacific,Philippines,2009,Male,4.13,3.21,8.56,81.17041095890411,1893.2816226211276
Americas,Colombia,2009,Both sexes,4.15,3.56,7.84,56.073150684931505,5244.3532661838635
Europe,Germany,2009,Female,4.24,3.7,4.82,33.10328317373461,41810.985395912336
Europe,Poland,2009,Female,4.29,3.97,13.9,47.43780821917808,11405.223333635047
Europe,Denmark,2009,Female,4.35,3.58,5.24,47.11232876712329,58128.30748287273
South-East Asia,Indonesia,2009,Male,4.47,3.23,5.72,75.07260273972602,2384.0237317186275
Americas,Honduras,2009,Male,4.6,2.4,9.31,64.81780821917808,1762.3459633699686
Eastern Mediterranean,Egypt,2009,Male,4.74,2.11,9.31,73.64739726027398,2198.2935764295667
Africa,Nigeria,2009,Female,4.82,2.56,7.41,81.05890410958904,1863.9082334004895
Eastern Mediterranean,Tunisia,2009,Male,4.79,2.66,8.1,66.82876712328768,4029.461206311028
Western Pacific,Australia,2009,Female,4.83,4.2,5.5,62.9586301369863,46965.19660718949
Americas,Mexico,2009,Both sexes,4.81,4.56,5.05,69.57452054794521,8495.653080037771
Americas,Cuba,2009,Female,4.94,4.18,5.81,74.1172602739726,5501.992566815133
Europe,Italy,2009,Both sexes,4.87,4.57,8.82,57.678493150684936,36786.5240549018
Americas,Suriname,2009,Male,41.89,31.63,53.74,27.72082191780822,7300.874354517534
Africa,Mozambique,2009,Male,44.58,28.01,65.52,71.17534246575343,546.6007332373886
Africa,South Africa,2009,Male,45.8,32.98,61.03,62.79917808219178,6444.186720173811
Africa,Central African Republic,2009,Male,47.81,26.0,77.84,70.40027397260273,451.106625601378
Americas,Peru,2009,Male,5.04,3.1,6.87,67.28904109589041,4165.927070499166
Europe,Greece,2009,Male,4.98,4.24,5.8,64.84465753424658,29847.631791829055
Americas,Canada,2009,Female,5.04,4.39,5.72,41.353671232876714,40918.850660470634
South-East Asia,Bangladesh,2009,Both sexes,5.06,3.47,7.3,38.05397260273973,734.8789758503478
Americas,Panama,2009,Both sexes,5.06,4.1,6.16,80.72438356164383,7668.146906606079
Europe,Ireland,2009,Female,5.14,4.19,6.16,48.913698630136984,52334.70329511961
Western Pacific,New Zealand,2009,Female,5.13,4.35,5.96,58.430410958904105,28207.74222183622
Eastern Mediterranean,Pakistan,2009,Female,5.24,3.5,7.64,75.57602739726028,880.3267199984286
Eastern Mediterranean,Saudi Arabia,2009,Both sexes,5.23,3.67,7.88,80.53493150684932,15064.63128068682
Europe,Austria,2009,Female,5.24,4.43,6.15,51.360821917808224,47962.52080000274
Americas,Brazil,2009,Both sexes,5.19,4.86,9.68,71.0013698630137,8569.900891430292
Americas,Uruguay,2009,Female,5.27,4.27,6.37,61.04136986301369,9467.535279362395
Western Pacific,Singapore,2009,Female,5.35,4.41,6.39,81.88082191780822,38747.11458152223
Americas,Nicaragua,2009,Both sexes,5.47,3.81,6.95,81.4213698630137,1438.090745811368
Western Pacific,Malaysia,2009,Both sexes,5.47,3.87,7.55,81.41534246575343,7167.8773758324705
Africa,Mauritania,2009,Both sexes,5.56,2.94,9.68,76.70739726027398,1418.9408254236434
Americas,Dominican Republic,2009,Both sexes,5.63,3.73,8.33,77.94821917808218,4982.458972883239
Americas,Costa Rica,2009,Both sexes,5.55,4.65,6.55,72.39068493150684,6737.860753588853
Europe,Spain,2009,Both sexes,5.62,4.92,6.36,59.79013698630137,32037.209190265632
Africa,Gabon,2009,Female,5.74,3.29,9.22,79.43397260273973,7296.550879045669
Africa,Uganda,2009,Female,5.7,3.26,9.47,62.422739726027395,793.2796066254862
Africa,Senegal,2009,Female,5.76,3.55,8.91,75.17671232876712,1318.6637815849786
Americas,Bahamas,2009,Male,5.8,4.3,7.6,78.88356164383562,27120.799224033235
Europe,Albania,2009,Female,5.84,4.31,7.69,59.40109589041096,4109.893152876139
Africa,Madagascar,2009,Female,5.87,3.48,9.2,65.4249315068493,455.40737368456365
Eastern Mediterranean,Oman,2009,Both sexes,6.02,4.03,8.85,69.05342465753425,20557.31414689013
Europe,Norway,2009,Female,6.46,5.94,6.99,40.83068493150685,80339.27448906616
Eastern Mediterranean,United Arab Emirates,2009,Both sexes,6.58,4.06,9.67,82.73150684931507,32901.634299368634
Europe,Switzerland,2009,Female,6.56,5.62,7.56,50.758721461187214,71652.78768164896
Eastern Mediterranean,Morocco,2009,Female,6.65,3.24,12.88,61.42301369863014,2965.345721906053
Eastern Mediterranean,Qatar,2009,Both sexes,6.73,4.52,10.03,82.7545205479452,60734.062611308786
Africa,Benin,2009,Female,6.84,4.0,11.15,81.03643835616438,1057.4622587938984
Europe,Cyprus,2009,Male,6.78,4.54,9.16,18.527049180327868,32107.320448255738
Americas,Colombia,2009,Male,6.84,5.89,7.86,56.073150684931505,5244.3532661838635
Africa,Namibia,2009,Female,6.99,3.67,11.81,62.47671232876712,4347.69976712922
Europe,France,2009,Female,7.16,6.23,8.13,54.81438356164384,41899.18749093684
Africa,Mauritania,2009,Male,7.26,3.75,13.27,76.70739726027398,1418.9408254236434
South-East Asia,Thailand,2009,Both sexes,7.27,5.1,9.84,82.70739726027398,4154.186141825539
South-East Asia,Bangladesh,2009,Male,7.4,5.07,10.75,38.05397260273973,734.8789758503478
Americas,Belize,2009,Both sexes,7.48,5.69,9.61,78.62328767123287,5352.09598753545
Eastern Mediterranean,United Arab Emirates,2009,Male,7.62,4.68,11.15,82.73150684931507,32901.634299368634
Eastern Mediterranean,Saudi Arabia,2009,Male,7.57,5.33,11.47,80.53493150684932,15064.63128068682
Europe,Iceland,2009,Female,7.59,5.79,9.72,41.86657534246575,41262.28418052831
Eastern Mediterranean,Bahrain,2009,Both sexes,7.65,4.59,10.24,80.91013698630137,19448.185165297775
Europe,Sweden,2009,Female,7.71,6.8,8.69,44.82410958904109,46932.21568799479
Western Pacific,Mongolia,2009,Female,7.82,5.01,11.53,29.862739726027396,1993.0746573039803
Europe,Italy,2009,Male,7.75,7.32,15.31,57.678493150684936,36786.5240549018
Africa,Guinea,2009,Female,7.85,4.61,12.8,77.63780821917808,670.2612535212714
Europe,Hungary,2009,Female,7.93,6.81,9.16,52.0841095890411,13095.692926302045
Africa,Guinea-Bissau,2009,Female,8.0,4.7,12.96,75.62931506849316,541.3829193051796
Europe,Albania,2009,Both sexes,7.96,4.82,10.75,59.40109589041096,4109.893152876139
Africa,Sierra Leone,2009,Female,8.14,4.69,13.27,55.84849315068493,392.0066747693175
Americas,Mexico,2009,Male,8.11,7.72,8.5,69.57452054794521,8495.653080037771
Eastern Mediterranean,Qatar,2009,Male,8.22,5.52,12.37,82.7545205479452,60734.062611308786
Western Pacific,Malaysia,2009,Male,8.22,5.69,11.5,81.41534246575343,7167.8773758324705
Africa,Zambia,2009,Female,8.4,5.14,12.95,65.98191780821918,1150.9389214899595
Americas,Argentina,2009,Both sexes,8.35,7.21,12.97,62.570958904109595,8267.539946607452
Western Pacific,China,2009,Female,8.4,7.44,9.44,60.03967123287671,3809.720952199398
Americas,Brazil,2009,Male,8.35,7.83,17.0,71.0013698630137,8569.900891430292
Americas,Nicaragua,2009,Male,8.47,5.73,10.75,81.4213698630137,1438.090745811368
Europe,Bulgaria,2009,Both sexes,8.51,7.23,9.97,52.239452054794526,6814.098778659663
Africa,Togo,2009,Female,8.61,4.9,14.01,80.80849315068492,734.9954452751216
Americas,Panama,2009,Male,8.68,7.11,10.48,80.72438356164383,7668.146906606079
South-East Asia,Sri Lanka,2009,Female,8.72,7.33,10.21,81.04630136986302,2413.567992758129
Europe,Portugal,2009,Both sexes,8.65,7.36,10.05,63.63369863013698,23008.126146173177
Eastern Mediterranean,Oman,2009,Male,8.84,5.93,12.95,69.05342465753425,20557.31414689013
Africa,Nigeria,2009,Both sexes,8.97,5.32,14.29,81.05890410958904,1863.9082334004895
Western Pacific,Singapore,2009,Both sexes,9.03,7.65,10.56,81.88082191780822,38747.11458152223
Europe,Spain,2009,Male,8.97,7.91,10.09,59.79013698630137,32037.209190265632
Europe,Germany,2009,Both sexes,9.13,8.09,13.34,33.10328317373461,41810.985395912336
Europe,Belgium,2009,Female,9.3,8.09,10.59,50.84958904109589,44560.78806576203
Americas,Dominican Republic,2009,Male,9.41,6.28,13.9,77.94821917808218,4982.458972883239
Europe,Finland,2009,Female,9.42,8.1,10.8,41.65917808219178,47291.640125646176
Americas,Guatemala,2009,Both sexes,9.46,7.33,11.95,65.33424657534246,2604.2438916028987
Americas,Costa Rica,2009,Male,9.48,8.05,11.06,72.39068493150684,6737.860753588853
Eastern Mediterranean,Morocco,2009,Both sexes,9.66,4.33,17.77,61.42301369863014,2965.345721906053
Africa,Mozambique,2009,Female,9.73,5.53,15.44,71.17534246575343,546.6007332373886
Europe,Denmark,2009,Both sexes,9.81,8.42,11.36,47.11232876712329,58128.30748287273
Americas,Barbados,2008,Female,0.22,0.17,0.29,78.32540983606557,17551.855044289983
Americas,Barbados,2008,Both sexes,0.72,0.56,0.93,78.32540983606557,17551.855044289983
Europe,Greece,2008,Female,0.89,0.7,1.1,64.99808743169399,32010.655700990377
Americas,Honduras,2008,Female,1.11,0.61,1.87,67.74781420765028,1713.417481253091
Western Pacific,Philippines,2008,Female,1.09,0.95,4.74,80.46530054644809,1990.356146397756
Eastern Mediterranean,Kuwait,2008,Female,1.15,0.87,1.47,79.31174863387977,55595.68912843627
Americas,Bahamas,2008,Female,1.24,0.9,1.66,78.06748633879782,29013.630287076725
Eastern Mediterranean,Jordan,2008,Female,1.22,0.87,1.68,64.76284153005464,3416.1260678523936
Americas,Barbados,2008,Male,1.3,1.0,1.66,78.32540983606557,17551.855044289983
Eastern Mediterranean,Oman,2008,Female,1.52,0.96,2.27,76.71912568306011,26331.161587049224
Americas,Peru,2008,Female,1.63,1.14,2.23,66.56803278688525,4187.02058689712
South-East Asia,Indonesia,2008,Female,1.57,1.24,1.94,73.1879781420765,2283.188054876215
Americas,Costa Rica,2008,Female,1.61,1.24,2.03,70.25819672131148,6841.912585210508
Eastern Mediterranean,Saudi Arabia,2008,Female,1.73,1.17,2.47,79.36311475409836,18944.85734943892
Americas,Belize,2008,Female,1.74,1.3,2.29,72.36338797814207,5665.966231667381
Americas,Mexico,2008,Female,1.71,1.59,1.82,67.34658469945354,10589.952190080863
Americas,Colombia,2008,Female,1.77,1.49,2.07,51.011475409836066,5527.449952771907
Eastern Mediterranean,Lebanon,2008,Female,1.92,1.13,3.01,69.52868852459017,5957.6967541453405
Americas,Dominican Republic,2008,Female,1.93,1.24,2.9,70.38360655737705,5004.524667308239
Europe,Denmark,2008,Both sexes,10.04,8.59,11.67,48.40928961748634,64214.95388434724
South-East Asia,Nepal,2008,Both sexes,10.21,5.5,15.3,62.634972677595634,477.6604181779406
Africa,Congo,2008,Female,10.34,6.05,16.42,77.09344262295082,2837.169532505041
Africa,Madagascar,2008,Both sexes,10.3,6.3,16.06,64.73387978142077,522.8306218516627
Americas,Cuba,2008,Both sexes,10.39,9.05,11.83,70.80464480874316,5392.250454015032
Western Pacific,Australia,2008,Both sexes,10.45,9.31,11.63,60.99207650273224,49797.81138994132
Eastern Mediterranean,Pakistan,2008,Both sexes,10.54,5.06,18.84,74.81707650273223,832.0408593741856
Europe,Albania,2008,Male,10.47,5.61,14.16,59.790710382513666,4364.061409644946
Americas,Haiti,2008,Female,10.54,5.87,17.35,-65.65640326975478,1056.345231200538
Western Pacific,Japan,2008,Female,10.57,9.98,16.43,55.973679417122035,39871.75038702952
Western Pacific,China,2008,Both sexes,10.59,8.49,12.52,59.445245901639346,3453.9586737269888
Europe,Norway,2008,Both sexes,10.63,9.92,11.34,43.43239831697055,97494.50331089013
Eastern Mediterranean,Bahrain,2008,Male,11.15,6.43,14.88,79.51229508196721,23155.79456700758
Europe,Ireland,2008,Both sexes,11.45,9.92,13.08,48.77322404371585,61615.66059975974
Africa,Central African Republic,2008,Female,11.65,6.2,19.83,77.21967213114755,455.1260021620516
Europe,Austria,2008,Both sexes,11.67,10.24,13.18,52.17704918032787,51712.9494845637
Africa,Guinea,2008,Both sexes,11.75,6.53,19.26,60.45136612021858,712.0994216199033
South-East Asia,Thailand,2008,Male,11.67,8.11,15.94,79.70710382513661,4327.797517011968
Africa,Sierra Leone,2008,Both sexes,11.83,6.45,19.57,48.33879781420765,411.3472404280418
Western Pacific,New Zealand,2008,Both sexes,11.9,10.54,13.34,59.01612021857924,31249.153212873833
Western Pacific,Singapore,2008,Male,12.02,10.24,14.0,81.06803278688525,40016.79611301105
Americas,Suriname,2008,Female,12.08,8.7,16.24,40.08283378746594,6673.64467474891
Europe,Sweden,2008,Both sexes,12.36,11.06,13.71,46.46967213114755,56093.94443574221
Western Pacific,China,2008,Male,12.36,9.0,15.16,59.445245901639346,3453.9586737269888
Americas,Haiti,2008,Both sexes,12.59,6.51,20.58,-65.65640326975478,1056.345231200538
Africa,Senegal,2008,Both sexes,12.66,8.07,19.15,76.18032786885246,1413.808420485352
Eastern Mediterranean,Morocco,2008,Male,12.97,5.49,23.08,61.643989071038256,2957.3893338883136
South-East Asia,India,2008,Female,13.11,11.33,14.92,79.19084699453552,1050.3302921854586
Europe,Iceland,2008,Both sexes,13.35,10.64,16.45,41.81912568306011,56889.41208871832
Americas,Uruguay,2008,Both sexes,13.51,11.51,15.64,60.79234972677595,9102.232148456478
Europe,Switzerland,2008,Both sexes,13.48,11.79,15.23,50.277049180327865,74267.03536360945
Africa,Nigeria,2008,Male,13.66,8.2,21.83,46.77390710382514,2211.7726905734075
Africa,South Africa,2008,Female,13.88,7.6,21.24,61.685519125683065,6251.8771746259945
Europe,Denmark,2008,Male,14.04,12.18,16.07,48.40928961748634,64214.95388434724
Europe,France,2008,Both sexes,13.96,12.41,18.63,53.919672131147536,45735.727682231336
Africa,Benin,2008,Both sexes,13.97,8.43,21.81,73.81338797814207,1094.5165309570414
Europe,Germany,2008,Male,14.19,12.62,24.33,32.19099590723056,45928.11686161012
Europe,Portugal,2008,Male,14.33,12.27,16.55,61.883060109289616,24794.961682006448
Europe,Poland,2008,Both sexes,14.41,13.72,15.1,48.90136612021858,13851.5039799595
Americas,Argentina,2008,Male,14.48,12.56,25.79,62.46857923497268,9078.970896664683
Americas,Canada,2008,Male,14.69,13.19,16.28,39.97524590163934,46748.965017942704
Europe,Norway,2008,Male,14.67,13.78,15.57,43.43239831697055,97494.50331089013
Europe,Bulgaria,2008,Male,14.81,12.69,17.18,52.9792349726776,7098.537940959114
Africa,Madagascar,2008,Male,14.97,9.26,23.24,64.73387978142077,522.8306218516627
Americas,Haiti,2008,Male,15.08,7.36,24.51,-65.65640326975478,1056.345231200538
Eastern Mediterranean,Pakistan,2008,Male,15.4,6.43,29.26,74.81707650273223,832.0408593741856
Africa,Guinea-Bissau,2008,Both sexes,15.51,8.7,24.82,15.90655737704918,580.9170066288756
Africa,Congo,2008,Both sexes,15.96,9.65,24.74,77.09344262295082,2837.169532505041
Africa,Uganda,2008,Both sexes,16.07,9.78,25.57,66.57650273224044,596.5692698827788
South-East Asia,India,2008,Both sexes,16.32,12.58,18.73,79.19084699453552,1050.3302921854586
Western Pacific,Australia,2008,Male,16.3,14.62,18.02,60.99207650273224,49797.81138994132
Africa,Sierra Leone,2008,Male,16.28,8.58,27.21,48.33879781420765,411.3472404280418
Europe,Romania,2008,Male,16.41,14.51,18.42,52.781967213114754,10405.012728660364
Americas,Cuba,2008,Male,16.48,14.48,18.59,70.80464480874316,5392.250454015032
Europe,Belgium,2008,Both sexes,16.58,14.76,26.82,51.06994535519125,48033.58362425791
Americas,Guatemala,2008,Male,16.92,13.16,21.36,63.07950819672131,2755.129707854792
Africa,Gabon,2008,Both sexes,17.34,10.35,27.01,77.96912568306011,9692.99350327886
Europe,Ireland,2008,Male,17.43,15.4,19.59,48.77322404371585,61615.66059975974
Africa,Guinea,2008,Male,17.39,9.34,28.65,60.45136612021858,712.0994216199033
South-East Asia,Sri Lanka,2008,Both sexes,17.47,14.38,31.11,79.53852459016393,2343.066294291022
Europe,Sweden,2008,Male,17.57,15.83,19.38,46.46967213114755,56093.94443574221
South-East Asia,Nepal,2008,Male,17.77,9.41,26.57,62.634972677595634,477.6604181779406
Western Pacific,New Zealand,2008,Male,18.02,16.16,20.0,59.01612021857924,31249.153212873833
Europe,Finland,2008,Both sexes,18.12,16.01,20.37,44.622950819672134,53556.51665583823
Europe,Switzerland,2008,Male,18.47,16.34,20.68,50.277049180327865,74267.03536360945
Europe,Austria,2008,Male,18.77,16.63,20.99,52.17704918032787,51712.9494845637
Africa,Togo,2008,Both sexes,18.89,11.23,29.11,62.03169398907104,732.8890046006417
Europe,Iceland,2008,Male,18.91,15.33,22.96,41.81912568306011,56889.41208871832
Africa,Zambia,2008,Both sexes,19.01,12.3,28.2,62.68224043715847,1393.534049201968
Western Pacific,Japan,2008,Both sexes,19.03,18.36,22.24,55.973679417122035,39871.75038702952
Europe,Hungary,2008,Both sexes,19.13,16.94,21.49,52.22568306010928,15795.423351458125
South-East Asia,India,2008,Male,19.46,13.83,22.47,79.19084699453552,1050.3302921854586
Africa,Namibia,2008,Both sexes,19.66,11.77,30.89,64.47459016393442,4217.480259895944
Americas,Panama,2008,Female,1.98,1.5,2.56,76.54672131147541,7220.549640428968
Eastern Mediterranean,Tunisia,2008,Female,2.2,1.12,3.77,66.44071038251366,4200.173780157428
Eastern Mediterranean,Jordan,2008,Both sexes,2.22,1.59,3.07,64.76284153005464,3416.1260678523936
Eastern Mediterranean,Qatar,2008,Female,2.34,1.5,3.46,81.53715846994535,79811.56469162901
