Region,Country,Year,Sex,actual suicide rate,low suicide rate,high suicide rate,AvgTemperature,GDP
Eastern Mediterranean,Bahrain,2014,Female,2.45,1.71,3.4,81.57780821917808,25464.800666786778
South-East Asia,Indonesia,2014,Both sexes,2.62,1.92,3.49,82.4682191780822,3476.6248543286556
Western Pacific,Philippines,2014,Both sexes,2.69,2.06,9.22,81.57479452054794,2935.928578117623
Africa,Algeria,2014,Both sexes,2.78,1.49,4.82,65.19589041095891,5516.229431197753
Eastern Mediterranean,Lebanon,2014,Both sexes,2.84,1.57,4.93,70.75068493150685,7665.379691844695
Eastern Mediterranean,United Arab Emirates,2014,Female,2.83,1.65,4.52,83.0858904109589,46865.96459836453
Eastern Mediterranean,Jordan,2014,Male,2.78,1.92,3.8,65.00356164383561,4255.894309779613
Europe,Albania,2014,Female,2.91,1.91,4.19,60.215616438356165,4586.6061875913965
Americas,Guatemala,2014,Female,2.86,2.18,3.65,65.89315068493151,3681.628336805008
Europe,Bulgaria,2014,Female,2.93,2.31,3.68,52.71917808219178,7742.783574734144
Europe,Iceland,2014,Male,20.56,16.75,24.84,42.54301369863014,54533.76890128044
Europe,Finland,2014,Male,20.71,18.14,23.44,43.711780821917806,50260.9624573295
South-East Asia,Sri Lanka,2014,Male,21.48,15.89,39.86,80.36191780821918,3885.623609535337
Africa,Uganda,2014,Male,21.62,13.64,33.98,60.39534246575342,1072.9343972741128
Europe,Belgium,2014,Male,21.67,19.24,24.23,52.709315068493154,47838.53691528021
Africa,Benin,2014,Male,21.97,13.38,34.4,79.64630136986301,1249.8400947257032
Western Pacific,Japan,2014,Male,22.43,21.73,28.18,56.16913242009132,38414.80883043711
Africa,Guinea-Bissau,2014,Male,22.88,12.73,36.7,73.87397260273973,604.3177490243324
Africa,Mozambique,2014,Both sexes,24.68,14.93,37.65,69.38602739726028,690.4432246700061
Europe,Hungary,2014,Male,25.01,22.07,28.14,53.27315068493151,14292.182629889434
Africa,South Africa,2014,Both sexes,25.28,16.94,35.45,62.85342465753425,6959.839546662256
Americas,Uruguay,2014,Male,25.48,21.92,29.31,62.4358904109589,17833.37248252032
Europe,Poland,2014,Male,25.8,24.5,27.34,49.2054794520548,13972.378842507736
Americas,Suriname,2014,Both sexes,25.94,19.02,34.36,78.4958904109589,9766.543813438502
Africa,Namibia,2014,Male,26.82,16.11,43.14,63.00082191780822,5539.1137740449885
Africa,Gabon,2014,Male,26.99,15.99,42.66,74.39315068493151,9243.014158236325
Africa,Central African Republic,2014,Both sexes,27.59,14.91,45.68,75.35698630136986,394.33154287364863
Africa,Togo,2014,Male,27.87,16.84,42.41,80.92986301369864,876.0257165543887
South-East Asia,Nepal,2014,Female,2.97,1.66,4.75,64.13123287671233,816.7796458815509
Americas,Peru,2014,Both sexes,2.98,1.89,4.19,67.07890410958903,6614.830498896763
Eastern Mediterranean,Tunisia,2014,Both sexes,3.1,1.65,5.34,67.81671232876712,4367.869087217854
Europe,Spain,2014,Female,3.15,2.66,3.67,61.03817351598174,29484.754405202588
Americas,Bahamas,2014,Both sexes,3.28,2.36,4.41,78.12246575342466,28554.857734284855
Eastern Mediterranean,Kuwait,2014,Male,3.44,2.67,4.32,80.56109589041095,43241.41801003839
Africa,Algeria,2014,Male,3.53,1.92,6.3,65.19589041095891,5516.229431197753
Eastern Mediterranean,Egypt,2014,Both sexes,3.69,1.77,6.89,72.68602739726028,3148.2560293185275
Americas,Argentina,2014,Female,3.71,3.11,4.38,63.61369863013699,13241.393384738676
Americas,Colombia,2014,Both sexes,3.69,3.09,6.85,56.43561643835616,8164.714495377962
Europe,Poland,2014,Female,3.69,3.41,3.98,49.2054794520548,13972.378842507736
Africa,Uganda,2014,Female,3.76,2.3,5.89,60.39534246575342,1072.9343972741128
Europe,Ireland,2014,Female,3.77,3.0,4.61,49.83945205479453,56107.120281471514
Africa,Mauritania,2014,Female,3.92,2.18,6.33,77.13972602739726,1712.3908458616006
Eastern Mediterranean,Lebanon,2014,Male,3.93,2.15,7.04,70.75068493150685,7665.379691844695
Africa,Zambia,2014,Male,30.2,19.48,44.52,56.945454545454545,1696.1172608990803
Western Pacific,Mongolia,2014,Male,33.31,20.82,50.69,30.123013698630135,4211.948098707077
South-East Asia,Indonesia,2014,Male,4.0,2.88,5.41,82.4682191780822,3476.6248543286556
Africa,Nigeria,2014,Female,4.1,1.94,6.5,61.257318741450064,3169.260267419126
Americas,Honduras,2014,Both sexes,4.07,2.08,8.19,71.54630136986302,2164.4271257616138
Americas,Panama,2014,Both sexes,4.15,3.29,5.16,80.56630136986301,13132.84772498819
Americas,Cuba,2014,Female,4.2,3.47,5.01,74.90246575342466,7117.526910015914
Western Pacific,Philippines,2014,Male,4.29,3.2,9.41,81.57479452054794,2935.928578117623
Eastern Mediterranean,Tunisia,2014,Male,4.38,2.41,7.48,67.81671232876712,4367.869087217854
Europe,Portugal,2014,Female,4.42,3.6,22.8,61.34054794520548,22058.797557100665
Europe,Albania,2014,Both sexes,4.52,2.51,6.7,60.215616438356165,4586.6061875913965
Americas,Peru,2014,Male,4.47,2.77,6.22,67.07890410958903,6614.830498896763
Western Pacific,Singapore,2014,Female,4.54,3.71,5.46,81.86465753424658,56523.3904739534
Europe,Germany,2014,Female,4.49,3.89,5.14,49.70438356164383,47446.566149615006
Europe,Denmark,2014,Female,4.57,3.69,5.6,49.47369863013699,62469.52902924812
Eastern Mediterranean,Oman,2014,Both sexes,4.68,2.92,7.46,47.72547945205479,23121.214708009873
Africa,Gabon,2014,Female,4.85,2.77,7.82,74.39315068493151,9243.014158236325
Africa,South Africa,2014,Male,41.15,29.16,55.9,62.85342465753425,6959.839546662256
Americas,Suriname,2014,Male,41.19,30.59,54.17,78.4958904109589,9766.543813438502
Africa,Mozambique,2014,Male,45.6,28.06,68.38,69.38602739726028,690.4432246700061
Africa,Central African Republic,2014,Male,47.97,26.21,78.75,75.35698630136986,394.33154287364863
Eastern Mediterranean,Pakistan,2014,Female,4.97,3.28,7.27,74.94383561643835,1314.024785346319
Eastern Mediterranean,Qatar,2014,Both sexes,5.02,3.31,7.54,83.50630136986301,93126.14946028066
Americas,Nicaragua,2014,Both sexes,4.95,3.56,6.48,81.55452054794522,1913.522086696179
Europe,Italy,2014,Both sexes,5.03,4.7,5.39,58.6672602739726,35793.004334692756
Eastern Mediterranean,Egypt,2014,Male,5.08,2.32,9.99,72.68602739726028,3148.2560293185275
Western Pacific,Malaysia,2014,Both sexes,5.1,3.51,7.33,81.93534246575342,11045.583644409531
South-East Asia,Sri Lanka,2014,Female,5.11,3.9,6.58,80.36191780821918,3885.623609535337
Western Pacific,New Zealand,2014,Female,5.32,4.48,6.25,59.23835616438356,44595.65818953699
Africa,Mauritania,2014,Both sexes,5.4,2.81,9.5,77.13972602739726,1712.3908458616006
Americas,Costa Rica,2014,Both sexes,5.35,4.4,6.42,72.56109589041095,10737.678875383752
Americas,Brazil,2014,Both sexes,5.4,5.05,8.84,72.35908675799087,12071.404654748074
Africa,Kenya,2014,Female,5.53,4.1,7.05,42.251639344262294,1489.9203442132452
Europe,Norway,2014,Female,5.54,5.1,6.05,43.85123287671233,97653.55997605417
Eastern Mediterranean,Morocco,2014,Female,5.56,2.79,10.52,63.08958904109589,3478.414749631739
Eastern Mediterranean,United Arab Emirates,2014,Both sexes,5.6,3.23,8.72,83.0858904109589,46865.96459836453
Western Pacific,China,2014,Female,5.57,4.82,6.36,60.89808219178082,7562.591119121997
Europe,Austria,2014,Female,5.63,4.75,6.59,52.93561643835616,51719.25090872314
Africa,Madagascar,2014,Female,5.7,3.33,9.12,65.8358904109589,517.136183196789
Europe,France,2014,Female,5.71,4.83,6.64,55.059863013698624,43359.425626051474
Americas,Mexico,2014,Both sexes,5.72,5.42,6.02,59.26459854014598,11490.021691422626
Americas,Bahamas,2014,Male,5.78,4.19,7.75,78.12246575342466,28554.857734284855
Western Pacific,Australia,2014,Female,5.75,4.95,6.6,63.038794520547945,62402.63243789121
Africa,Senegal,2014,Female,5.85,3.53,9.14,75.57397260273973,1415.2101050282918
Americas,Canada,2014,Female,5.86,5.0,6.76,35.43377001455604,50940.66043374905
Eastern Mediterranean,Qatar,2014,Male,6.04,3.98,9.12,83.50630136986301,93126.14946028066
Europe,Switzerland,2014,Female,6.04,5.05,7.11,51.12575342465753,88734.28844703053
Africa,Namibia,2014,Female,6.13,3.15,10.59,63.00082191780822,5539.1137740449885
Europe,Albania,2014,Male,6.18,3.14,9.28,60.215616438356165,4586.6061875913965
Americas,Colombia,2014,Male,6.19,5.22,12.15,56.43561643835616,8164.714495377962
Europe,Spain,2014,Both sexes,6.21,5.4,7.09,61.03817351598174,29484.754405202588
Eastern Mediterranean,Saudi Arabia,2014,Both sexes,6.3,3.96,9.35,79.20356164383561,23862.8011860129
Europe,Hungary,2014,Female,6.26,5.32,7.3,53.27315068493151,14292.182629889434
Eastern Mediterranean,Bahrain,2014,Both sexes,6.37,4.02,8.9,81.57780821917808,25464.800666786778
Americas,Guatemala,2014,Both sexes,6.41,5.0,8.07,65.89315068493151,3681.628336805008
Africa,Benin,2014,Female,6.52,3.8,10.58,79.64630136986301,1249.8400947257032
Western Pacific,Mongolia,2014,Female,6.54,4.07,9.7,30.123013698630135,4211.948098707077
Americas,Dominican Republic,2014,Both sexes,6.59,4.33,9.87,47.82767123287671,6532.727416124471
Eastern Mediterranean,United Arab Emirates,2014,Male,6.66,3.83,10.33,83.0858904109589,46865.96459836453
Eastern Mediterranean,Oman,2014,Male,6.7,4.18,10.62,47.72547945205479,23121.214708009873
Europe,Finland,2014,Female,6.68,5.63,7.81,43.711780821917806,50260.9624573295
Africa,Gambia,2014,Female,6.88,4.05,10.9,77.82191780821918,561.6498658601804
Americas,Belize,2014,Both sexes,6.89,5.23,8.91,79.84219178082192,6031.548402798473
Americas,Uruguay,2014,Female,7.01,5.63,8.5,62.4358904109589,17833.37248252032
Africa,Mauritania,2014,Male,7.13,3.54,13.26,77.13972602739726,1712.3908458616006
Europe,Bulgaria,2014,Both sexes,7.13,5.86,8.59,52.71917808219178,7742.783574734144
Americas,Panama,2014,Male,7.2,5.75,8.87,80.56630136986301,13132.84772498819
Americas,Honduras,2014,Male,7.34,3.72,15.03,71.54630136986302,2164.4271257616138
Africa,Guinea-Bissau,2014,Female,7.44,4.31,12.34,73.87397260273973,604.3177490243324
Western Pacific,China,2014,Both sexes,7.35,6.06,9.1,60.89808219178082,7562.591119121997
Africa,Nigeria,2014,Both sexes,7.59,4.29,12.59,61.257318741450064,3169.260267419126
Western Pacific,Malaysia,2014,Male,7.68,5.21,11.2,81.93534246575342,11045.583644409531
Eastern Mediterranean,Morocco,2014,Both sexes,7.9,3.77,14.3,63.08958904109589,3478.414749631739
Africa,Togo,2014,Female,7.92,4.51,13.12,80.92986301369864,876.0257165543887
Africa,Zambia,2014,Female,7.87,4.66,12.42,56.945454545454545,1696.1172608990803
Europe,Sweden,2014,Female,7.94,6.95,8.96,46.66164383561644,59703.87685109821
Europe,Italy,2014,Male,7.92,7.43,8.44,58.6672602739726,35793.004334692756
Europe,Iceland,2014,Female,8.09,6.17,10.41,42.54301369863014,54533.76890128044
Americas,Nicaragua,2014,Male,8.16,5.83,10.75,81.55452054794522,1913.522086696179
Western Pacific,Singapore,2014,Both sexes,8.22,6.92,9.62,81.86465753424658,56523.3904739534
Africa,Guinea,2014,Female,8.31,4.81,13.65,77.74602739726028,774.5690388021221
Africa,Congo,2014,Female,8.45,4.87,13.63,76.59726027397261,3619.006991980059
Eastern Mediterranean,Bahrain,2014,Male,8.72,5.43,12.26,81.57780821917808,25464.800666786778
Americas,Brazil,2014,Male,8.67,8.12,15.27,72.35908675799087,12071.404654748074
Europe,Belgium,2014,Female,8.8,7.58,10.12,52.709315068493154,47838.53691528021
Eastern Mediterranean,Saudi Arabia,2014,Male,9.0,5.66,13.32,79.20356164383561,23862.8011860129
Americas,Costa Rica,2014,Male,8.95,7.48,10.61,72.56109589041095,10737.678875383752
Europe,Romania,2014,Both sexes,8.97,7.82,10.25,52.81123287671232,9987.76249349715
Europe,Denmark,2014,Both sexes,9.09,7.59,10.75,49.47369863013699,62469.52902924812
Western Pacific,Japan,2014,Female,9.13,8.6,14.9,56.16913242009132,38414.80883043711
Americas,Argentina,2014,Both sexes,9.16,7.79,15.54,63.61369863013699,13241.393384738676
Europe,Portugal,2014,Both sexes,9.23,7.79,19.34,61.34054794520548,22058.797557100665
Europe,Germany,2014,Both sexes,9.19,8.07,10.38,49.70438356164383,47446.566149615006
Americas,Haiti,2014,Female,9.27,5.14,15.19,-48.55917808219178,1435.59877230172
Africa,Mozambique,2014,Female,9.32,5.33,15.02,69.38602739726028,690.4432246700061
Western Pacific,China,2014,Male,9.27,7.4,12.02,60.89808219178082,7562.591119121997
Europe,Spain,2014,Male,9.47,8.31,10.73,61.03817351598174,29484.754405202588
Americas,Mexico,2014,Male,9.5,9.03,9.95,59.26459854014598,11490.021691422626
Africa,Madagascar,2014,Both sexes,9.79,5.89,15.44,65.8358904109589,517.136183196789
South-East Asia,Nepal,2014,Both sexes,9.93,5.18,15.42,64.13123287671233,816.7796458815509
Americas,Barbados,2013,Female,0.0,0.0,0.0,80.76575342465753,16923.59091976234
Americas,Barbados,2013,Both sexes,0.097,0.073,0.12,80.76575342465753,16923.59091976234
Americas,Barbados,2013,Male,0.25,0.19,0.32,80.76575342465753,16923.59091976234
Americas,Panama,2013,Female,0.66,0.49,0.86,79.86767123287672,12167.422392868246
Eastern Mediterranean,Kuwait,2013,Female,0.8,0.59,1.05,79.7172602739726,47762.722316676685
Eastern Mediterranean,Jordan,2013,Female,0.94,0.66,1.3,63.92712328767123,4477.618325833697
Americas,Honduras,2013,Female,1.02,0.56,1.75,71.63123287671233,2064.553809165361
Americas,Bahamas,2013,Female,1.06,0.75,1.43,78.1745205479452,27404.16224815247
Eastern Mediterranean,Oman,2013,Female,1.31,0.8,2.02,80.63890410958905,23563.96957953626
South-East Asia,Indonesia,2013,Female,1.33,1.05,1.66,82.18986301369863,3602.885516806293
Americas,Colombia,2013,Female,1.49,1.22,8.16,56.840273972602745,8264.126895585889
Western Pacific,Philippines,2013,Female,1.47,1.27,8.2,82.26301369863013,2847.567954168213
Americas,Peru,2013,Female,1.67,1.13,2.38,66.15643835616439,6697.1876826887865
Americas,Costa Rica,2013,Female,1.68,1.29,2.13,72.65041095890412,10633.2665598589
Eastern Mediterranean,Lebanon,2013,Female,1.79,1.03,2.86,70.90547945205479,8255.209210574101
Eastern Mediterranean,Qatar,2013,Female,1.8,1.14,2.7,83.26739726027397,97630.82552128228
Americas,Belize,2013,Female,1.79,1.33,2.37,80.7613698630137,5865.470901220814
Eastern Mediterranean,Jordan,2013,Both sexes,1.89,1.33,2.58,63.92712328767123,4477.618325833697
Eastern Mediterranean,Pakistan,2013,Both sexes,9.98,4.79,18.07,76.01465753424657,1165.2792449259575
Americas,Dominican Republic,2013,Male,10.16,6.88,14.92,22.55561643835616,6169.281592865983
Americas,Canada,2013,Both sexes,10.19,8.98,11.44,41.99391171993912,52681.464139761694
Western Pacific,Australia,2013,Both sexes,10.24,9.09,11.44,63.11572602739726,66820.50891680214
South-East Asia,Nepal,2013,Both sexes,10.26,5.34,15.83,61.43643835616438,765.53950156817
Africa,South Africa,2013,Female,10.28,5.3,16.35,62.70191780821918,7437.488241617223
Europe,Norway,2013,Both sexes,10.29,9.62,11.01,41.17589041095891,103532.54101332864
Europe,Ireland,2013,Both sexes,10.5,8.98,12.15,49.204109589041096,51874.81264316211
Africa,Mozambique,2013,Female,10.55,6.01,17.03,69.74191780821917,681.0651121603506
Americas,Cuba,2013,Both sexes,10.64,9.21,12.22,75.91671232876712,6814.243843548678
Africa,Gambia,2013,Both sexes,10.71,5.67,18.23,78.90739726027398,647.3855820464984
Europe,Switzerland,2013,Both sexes,10.7,9.3,12.18,48.97835616438356,87314.89772545775
Eastern Mediterranean,Morocco,2013,Male,10.88,4.91,19.31,62.47287671232876,3381.6158779358743
Africa,Central African Republic,2013,Female,10.93,5.85,18.48,78.27808219178083,352.12695376376155
Americas,Guatemala,2013,Male,10.91,8.58,13.67,66.83205479452054,3436.271110104414
Americas,Costa Rica,2013,Male,11.25,9.44,13.26,72.65041095890412,10633.2665598589
Europe,Austria,2013,Both sexes,11.45,10.01,12.99,51.42630136986301,50718.40732991113
Western Pacific,New Zealand,2013,Both sexes,11.56,10.18,13.07,60.44109589041096,42893.96210209542
Africa,Kenya,2013,Both sexes,11.57,8.65,15.21,51.21287671232877,1376.8297247272646
Americas,Suriname,2013,Female,11.77,8.32,16.0,79.11671232876712,9604.441362988604
Americas,Belize,2013,Male,11.9,9.11,15.28,80.7613698630137,5865.470901220814
Western Pacific,Singapore,2013,Male,11.95,10.22,13.77,81.9227397260274,56146.957420897066
Americas,Haiti,2013,Both sexes,12.03,6.2,19.83,54.64562841530054,1446.4165139928723
Africa,Nigeria,2013,Male,11.99,7.21,20.31,75.65082191780822,2947.276552892281
South-East Asia,India,2013,Female,12.07,10.27,13.88,80.07671232876713,1484.7851359612407
Africa,Senegal,2013,Both sexes,12.12,7.61,18.47,76.58082191780822,1391.1362675149778
Europe,Bulgaria,2013,Male,12.27,10.34,14.45,53.484931506849314,7511.506522906648
Africa,Uganda,2013,Both sexes,12.38,7.77,19.34,39.94849315068493,665.3229175508783
Europe,Iceland,2013,Both sexes,12.45,9.98,15.28,41.062465753424654,49765.0189964686
Europe,France,2013,Both sexes,12.5,10.95,17.17,54.00904109589041,42913.618338901586
Europe,Sweden,2013,Both sexes,13.04,11.61,14.5,45.18109589041096,60819.35511587097
Africa,Malawi,2013,Both sexes,13.04,8.48,19.16,60.23490566037736,382.3877897430719
Europe,Portugal,2013,Male,13.16,11.31,15.15,60.512328767123286,21632.065075441544
Africa,Guinea,2013,Both sexes,13.2,7.26,21.81,78.43205479452055,757.6922753765798
Europe,Denmark,2013,Male,13.29,11.36,15.39,46.90164383561643,61077.489211481006
Africa,Gabon,2013,Both sexes,13.57,7.99,21.54,79.62493150684931,9247.418331573475
Europe,Norway,2013,Male,13.71,12.89,14.59,41.17589041095891,103532.54101332864
Africa,Benin,2013,Both sexes,13.84,8.3,21.83,81.1090410958904,1213.9504760640043
Europe,Germany,2013,Male,14.13,12.54,15.78,47.517534246575345,45699.270787829126
Americas,Uruguay,2013,Both sexes,14.16,12.01,16.47,61.62328767123287,17734.46852829474
Americas,Argentina,2013,Male,14.2,12.22,16.32,62.880547945205485,14469.003850026138
Africa,Madagascar,2013,Male,14.27,8.72,22.25,64.36465753424658,526.6880197055791
South-East Asia,India,2013,Both sexes,14.45,10.93,16.72,80.07671232876713,1484.7851359612407
Africa,Namibia,2013,Both sexes,14.38,8.47,23.18,68.68493150684931,5516.795053813537
Africa,Congo,2013,Both sexes,14.49,8.71,22.71,77.9068493150685,3718.5938565043766
Africa,Gambia,2013,Male,14.56,7.29,25.6,78.90739726027398,647.3855820464984
Eastern Mediterranean,Pakistan,2013,Male,14.71,6.19,28.32,76.01465753424657,1165.2792449259575
Africa,Guinea-Bissau,2013,Both sexes,14.79,8.34,23.85,73.53205479452055,615.9849491697934
South-East Asia,Sri Lanka,2013,Both sexes,14.98,11.72,20.65,75.83917808219178,3643.832448530459
Europe,Finland,2013,Both sexes,15.04,13.17,17.04,43.63972602739726,49878.9603104049
Americas,Canada,2013,Male,15.02,13.35,16.73,41.99391171993912,52681.464139761694
Europe,Poland,2013,Both sexes,15.06,14.31,15.86,48.01205479452055,13359.165246807024
Americas,Haiti,2013,Male,15.18,7.43,25.12,54.64562841530054,1446.4165139928723
Western Pacific,Australia,2013,Male,15.26,13.66,16.91,63.11572602739726,66820.50891680214
Europe,Belgium,2013,Both sexes,15.38,13.62,17.25,49.855342465753424,46981.053794201354
Europe,Switzerland,2013,Male,15.57,13.67,17.53,48.97835616438356,87314.89772545775
Europe,Hungary,2013,Both sexes,16.14,14.21,18.24,52.29726027397261,13712.912183831408
Western Pacific,New Zealand,2013,Male,16.61,14.76,18.6,60.44109589041096,42893.96210209542
Western Pacific,Japan,2013,Both sexes,16.69,16.06,19.89,57.083287671232874,40823.716380678336
South-East Asia,India,2013,Male,16.8,11.61,19.52,80.07671232876713,1484.7851359612407
Europe,Ireland,2013,Male,16.87,14.65,19.24,49.204109589041096,51874.81264316211
Europe,Romania,2013,Male,17.32,15.28,19.58,53.59835616438357,9457.995791846302
Americas,Cuba,2013,Male,17.49,15.28,19.88,75.91671232876712,6814.243843548678
Africa,Togo,2013,Both sexes,17.79,10.63,27.53,81.50904109589041,847.1466604399726
Africa,Zambia,2013,Both sexes,17.91,11.36,26.82,31.056164383561644,1745.0141544892672
Europe,Sweden,2013,Male,17.94,16.08,19.87,45.18109589041096,60819.35511587097
Europe,Austria,2013,Male,17.97,15.88,20.17,51.42630136986301,50718.40732991113
Europe,Iceland,2013,Male,18.54,15.09,22.38,41.062465753424654,49765.0189964686
Africa,Kenya,2013,Male,18.91,14.07,25.18,51.21287671232877,1376.8297247272646
South-East Asia,Nepal,2013,Male,18.9,9.61,28.91,61.43643835616438,765.53950156817
Europe,France,2013,Male,19.37,17.09,27.73,54.00904109589041,42913.618338901586
Africa,Guinea,2013,Male,19.79,10.51,32.88,78.43205479452055,757.6922753765798
Africa,Senegal,2013,Male,19.93,12.68,30.06,76.58082191780822,1391.1362675149778
Eastern Mediterranean,Tunisia,2013,Female,1.95,0.97,3.4,67.30219178082191,4239.5418049368345
Americas,Mexico,2013,Female,1.96,1.83,2.1,60.957481751824815,11317.491355853545
Africa,Algeria,2013,Female,2.06,1.08,3.39,63.70465753424658,5519.77757552373
Americas,Dominican Republic,2013,Female,2.09,1.36,3.07,22.55561643835616,6169.281592865983
Eastern Mediterranean,Egypt,2013,Female,2.33,1.23,3.82,72.58520547945206,2899.856265172429
Eastern Mediterranean,Kuwait,2013,Both sexes,2.34,1.82,2.94,79.7172602739726,47762.722316676685
Western Pacific,Malaysia,2013,Female,2.36,1.71,3.18,82.33534246575343,10727.670553305372
Americas,Nicaragua,2013,Female,2.44,1.82,3.17,81.9186301369863,1794.7880288419603
Europe,Italy,2013,Female,2.4,2.2,2.59,57.6972602739726,35503.615543382686
Eastern Mediterranean,Saudi Arabia,2013,Female,2.47,1.58,3.67,79.79191780821918,23945.512310685554
Eastern Mediterranean,Bahrain,2013,Female,2.5,1.77,3.45,81.20438356164384,25790.856790606176
Americas,Brazil,2013,Female,2.49,2.3,5.85,72.0696803652968,12258.564849171698
South-East Asia,Indonesia,2013,Both sexes,2.69,1.99,3.52,82.18986301369863,3602.885516806293
Eastern Mediterranean,Jordan,2013,Male,2.82,1.98,3.84,63.92712328767123,4477.618325833697
Europe,Romania,2013,Female,2.8,2.34,3.32,53.59835616438357,9457.995791846302
Africa,Algeria,2013,Both sexes,2.85,1.53,4.95,63.70465753424658,5519.77757552373
Europe,Bulgaria,2013,Female,2.88,2.28,3.6,53.484931506849314,7511.506522906648
Americas,Guatemala,2013,Female,2.94,2.25,3.75,66.83205479452054,3436.271110104414
Western Pacific,Philippines,2013,Both sexes,2.88,2.27,8.88,82.26301369863013,2847.567954168213
Western Pacific,Mongolia,2013,Both sexes,20.43,12.86,30.68,28.99890410958904,4422.291040461811
Africa,Congo,2013,Male,21.34,13.12,32.92,77.9068493150685,3718.5938565043766
Europe,Belgium,2013,Male,22.12,19.76,24.59,49.855342465753424,46981.053794201354
Africa,Benin,2013,Male,22.31,13.54,34.79,81.1090410958904,1213.9504760640043
Europe,Finland,2013,Male,22.5,19.89,25.28,43.63972602739726,49878.9603104049
Americas,Uruguay,2013,Male,23.07,19.87,26.49,61.62328767123287,17734.46852829474
Africa,Uganda,2013,Male,23.6,14.92,37.04,39.94849315068493,665.3229175508783
Western Pacific,Japan,2013,Male,23.88,23.15,29.7,57.083287671232874,40823.716380678336
Africa,Malawi,2013,Male,23.95,15.79,34.78,60.23490566037736,382.3877897430719
Africa,Guinea-Bissau,2013,Male,24.14,13.41,38.58,73.53205479452055,615.9849491697934
Africa,Gabon,2013,Male,24.29,14.41,38.35,79.62493150684931,9247.418331573475
South-East Asia,Sri Lanka,2013,Male,24.51,18.94,35.01,75.83917808219178,3643.832448530459
Africa,South Africa,2013,Both sexes,25.12,16.82,35.17,62.70191780821918,7437.488241617223
Africa,Mozambique,2013,Both sexes,26.01,15.7,39.59,69.74191780821917,681.0651121603506
Africa,Namibia,2013,Male,26.33,15.92,41.81,68.68493150684931,5516.795053813537
Americas,Suriname,2013,Both sexes,26.54,19.63,34.91,79.11671232876712,9604.441362988604
Europe,Hungary,2013,Male,26.76,23.75,30.02,52.29726027397261,13712.912183831408
Africa,Central African Republic,2013,Both sexes,26.95,14.64,44.41,78.27808219178083,352.12695376376155
Europe,Poland,2013,Male,27.01,25.75,28.37,48.01205479452055,13359.165246807024
Africa,Togo,2013,Male,28.47,17.31,43.15,81.50904109589041,847.1466604399726
Eastern Mediterranean,United Arab Emirates,2013,Female,2.95,1.74,4.65,83.38493150684931,45729.60767568073
South-East Asia,Nepal,2013,Female,3.02,1.69,4.83,61.43643835616438,765.53950156817
Eastern Mediterranean,Lebanon,2013,Both sexes,3.01,1.67,5.19,70.90547945205479,8255.209210574101
Europe,Spain,2013,Female,3.06,2.6,3.54,59.63835616438356,29079.26340531152
Americas,Argentina,2013,Female,3.14,2.64,3.68,62.880547945205485,14469.003850026138
Eastern Mediterranean,Tunisia,2013,Both sexes,3.17,1.69,5.42,67.30219178082191,4239.5418049368345
Americas,Peru,2013,Both sexes,3.19,2.03,4.45,66.15643835616439,6697.1876826887865
Europe,Albania,2013,Female,3.23,2.17,4.6,60.4131506849315,4425.430821513908
Americas,Bahamas,2013,Both sexes,3.17,2.31,4.23,78.1745205479452,27404.16224815247
Eastern Mediterranean,Kuwait,2013,Male,3.37,2.64,4.21,79.7172602739726,47762.722316676685
Americas,Panama,2013,Both sexes,3.54,2.83,4.37,79.86767123287672,12167.422392868246
Africa,Algeria,2013,Male,3.64,1.97,6.5,63.70465753424658,5519.77757552373
Europe,Portugal,2013,Female,3.57,2.95,4.28,60.512328767123286,21632.065075441544
Americas,Colombia,2013,Both sexes,3.62,3.07,10.52,56.840273972602745,8264.126895585889
Europe,Poland,2013,Female,3.73,3.45,4.01,48.01205479452055,13359.165246807024
Eastern Mediterranean,Egypt,2013,Both sexes,3.77,1.79,7.1,72.58520547945206,2899.856265172429
Americas,Honduras,2013,Both sexes,3.9,2.01,7.85,71.63123287671233,2064.553809165361
Africa,Mauritania,2013,Female,3.93,2.17,6.38,78.57698630136986,1929.775660627262
Africa,Uganda,2013,Female,3.94,2.38,6.19,39.94849315068493,665.3229175508783
Africa,Zambia,2013,Male,29.96,19.44,44.09,31.056164383561644,1745.0141544892672
Western Pacific,Mongolia,2013,Male,34.56,21.77,52.24,28.99890410958904,4422.291040461811
Africa,Gabon,2013,Female,3.97,2.27,6.37,79.62493150684931,9247.418331573475
South-East Asia,Indonesia,2013,Male,4.09,2.97,5.43,82.18986301369863,3602.885516806293
Eastern Mediterranean,Lebanon,2013,Male,4.23,2.31,7.52,70.90547945205479,8255.209210574101
Americas,Cuba,2013,Female,4.21,3.49,5.02,75.91671232876712,6814.243843548678
Africa,Nigeria,2013,Female,4.27,2.15,6.7,75.65082191780822,2947.276552892281
Europe,Ireland,2013,Female,4.25,3.41,5.17,49.204109589041096,51874.81264316211
Western Pacific,Philippines,2013,Male,4.39,3.34,9.8,82.26301369863013,2847.567954168213
Eastern Mediterranean,Tunisia,2013,Male,4.47,2.46,7.58,67.30219178082191,4239.5418049368345
Africa,Malawi,2013,Female,4.56,2.81,6.98,60.23490566037736,382.3877897430719
Europe,Germany,2013,Female,4.6,4.01,5.24,47.517534246575345,45699.270787829126
